nb_fire_hydrant,INCIDENT_NBR,CREATION_DATE,INCIDENT_TYPE_DESC,DESCRIPTION_GROUPE,CASERNE,NOM_VILLE,NOM_ARROND,DIVISION,LATITUDE,LONGITUDE,NOMBRE_UNITES
416,30298,2005-08-08 00:00:00,Feu de champ *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5618945451599,-73.646329721627,1
416,30976,2005-08-12 00:00:00,Déchets en feu,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5635350553601,-73.6425105359805,1
416,31388,2005-08-15 00:00:00,Déchets en feu,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5554403428867,-73.6304612224035,4
416,31442,2005-08-16 00:00:00,10-22 avec feu,Incendies de bâtiments,43,Montréal,Ahuntsic / Cartierville,21,45.5820909136916,-73.6511371813443,4
416,31576,2005-08-17 00:00:00,Feu de cheminée *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5760724754847,-73.6529651680782,3
416,31658,2005-08-17 00:00:00,Feu de champ *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5751321343891,-73.6465650854438,1
416,32783,2005-08-26 00:00:00,Déchets en feu,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5743011788819,-73.644572694644,1
416,33007,2005-08-28 00:00:00,Déchets en feu,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5662518310223,-73.6448040962129,1
416,33125,2005-08-28 00:00:00,Déchets en feu,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5738500543808,-73.6593322638312,1
416,33267,2005-08-29 00:00:00,Déchets en feu,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.579024269914,-73.6699183689223,1
416,33372,2005-08-30 00:00:00,Feu de champ *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5606130300603,-73.636436731736,1
