ADRESSE,COORDONNEE_SPATIALE_X,COORDONNEE_SPATIALE_Y,ELEVATION_TERRAIN,ID_BI,ID_POINT,JURIDICTION,PRECISION_DATE_INSTALL,PROPRIETAIRE,PROVENANCE_DONNEE,LATITUDE,LONGITUDE
116 rue Grenier,271491.504,5032855.182,32.823,8594,24245,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SAINTE-ANNE-DE-BELLEVUE,RELEVE PHOTOGRAMMETRIQUE,45.4348439134124,-73.92572234866557
237 rue Aumais,271120.18,5033407.97,28.91,8636,24377,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SAINTE-ANNE-DE-BELLEVUE,RELEVE TERRAIN EXTERNE,45.43980027411551,-73.93050605431652
9061 avenue Choppin,298709.028,5051952.066,36.123,10003602,10075945,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.60745252027685,-73.57808907971955
120-124 rue Bourget,298662.323,5037560.836,18.715,10003551,10074800,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.47795495660651,-73.57850771575116
309 avenue Stanstead,293490.542,5041068.417,51.317,10005128,12105895,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,MONT-ROYAL,RELEVE TERRAIN INTERNE,45.50945266039723,-73.64473991269101
1401-1403 rue Verdi,295377.557,5032700.733,30.94,10005258,12106861,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.434184470037486,-73.62043010981749
8671 rue De Grosbois,302086.298,5051704.712,32.137,10003746,10078796,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.6052480646334,-73.53479072066186
5520-5522 avenue Van Horne,293519.968,5038570.424,52.089,10003069,10068937,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.48697514629417,-73.64430582808953
5635-5639 rue Bossuet,300456.182,5048811.227,29.764,10003242,10070664,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.579203144310746,-73.55566269671714
2235 rue Decelles,289841.556,5040569.569,36.521,10003946,10081965,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50489499998425,-73.69142421699432
4845-4849 boulevard Robert,296497.77,5049244.07,41.53,7323,20914,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58306235917045,-73.60639252938928
8130 rue Pascal-Gagnon,298541.76,5051025.53,34.86,7227,20682,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.59911391947843,-73.58022183737268
8755-8759 rue du Maréchal-Ney,296302.46,5049293.49,38.31,7297,20857,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58350470930459,-73.60889623182402
1 rue Sainte-Élisabeth,269706.867,5029716.391,36.027,7299,20860,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,SAINTE-ANNE-DE-BELLEVUE,RELEVE PHOTOGRAMMETRIQUE,45.4065129014468,-73.94830734856
8595-8597 rue D'Artagnan,296551.08,5049126.73,41.64,7332,20938,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58200711790055,-73.60570736213381
20925 rue Daoust,271546.293,5032601.704,34.799,8878,25101,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SAINTE-ANNE-DE-BELLEVUE,RELEVE TERRAIN EXTERNE,45.43256564858687,-73.92500495108115
58 rue Lombardy,273565.833,5031617.551,35.941,8640,24388,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BAIE URFE,RELEVE TERRAIN EXTERNE,45.423802900674616,-73.89913202251385
302 rue Chaurest,276556.433,5040791.106,29.232,8501,23993,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50647701307264,-73.86144402997182
292 rue Victoria,272724.228,5030833.863,47.873,8543,24110,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BAIE URFE,RELEVE TERRAIN EXTERNE,45.4167129079658,-73.90983490098569
113 rue Tremblay,271143.216,5032903.342,34.663,8547,24121,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SAINTE-ANNE-DE-BELLEVUE,RELEVE PHOTOGRAMMETRIQUE,45.43526058864886,-73.9301769949918
525 boulevard Morgan,272179.438,5031569.543,32.671,8021,22771,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,BAIE URFE,RELEVE PHOTOGRAMMETRIQUE,45.42330766695703,-73.91684441542783
300-320 place Laframboise,276147.07,5038508.92,25.17,8598,24255,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.48592429599256,-73.8665498029656
1400-1404 rue Thierry,295400.034,5032797.322,32.209,10005259,12106866,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43505392414052,-73.62014465681025
8262 boulevard Champlain,295879.394,5031743.423,22.582,10005262,12106881,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4255766581602,-73.61399885515353
464 avenue Ballantyne Nord,292338.911,5035434.52,44.505,10003112,10069343,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,COTE-SAINT-LUC,RELEVE TERRAIN INTERNE,45.45873684978277,-73.65933577570057
151-153 8e avenue,297009.857,5032149.539,19.923,10003159,10070013,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4292445656063,-73.59955903119143
4911 chemin de la Côte-des-Neiges,295716.935,5039513.262,117.1,10003195,5235597,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49549085270197,-73.61621812307652
1400 boulevard De Maisonneuve Est,300446.394,5042350.92,26.105,5019538,5245670,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52107099417735,-73.55573021770188
280 avenue Bloomfield,296778.207,5042007.72,77.388,5020802,5268906,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51795046853314,-73.60267963769454
98 chemin de la Côte-Sainte-Catherine,297450.647,5041757.523,83.296,5020865,5269325,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5157065503885,-73.59406868113466
1720-1740 rue d' Oxford,288999.724,5042385.386,30.763,5025298,5297016,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.52121574577676,-73.70225579854673
2335 avenue Montclair,294775.45,5035694.348,51.195,5019062,5238751,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46111399795774,-73.62818593730451
7505-7507 rue Montpetit,298034.403,5048729.821,45.8,8880,25107,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.57845154654338,-73.58669371521853
214-216 avenue Angus,293646.769,5031030.221,33.64,7474,21304,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.41912685922848,-73.64251361218548
9215 rue d' Ukraine,295368.279,5049380.424,36.897,7572,21541,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.58427495812897,-73.62086915068855
9101 rue de Valence,295592.277,5049566.517,37.59,7576,21553,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.58595247771263,-73.61800215711908
134-136 65e avenue,294940.019,5031075.899,23.806,7170,20537,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.41955740110014,-73.62598986658207
2464-2466 avenue Dollard,293977.124,5032627.122,35.944,7382,21074,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.433501796843366,-73.63832735988053
3467 rue Simpson,298272.539,5039818.103,74.824,5020078,5253812,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49826300508602,-73.58352323503242
2008-2012 rue Ward,290963.501,5040049.163,40.964,5025332,5297050,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50023540985614,-73.67705214884285
4341 avenue Félix-Leclerc,286746.959,5040823.038,35.294,5025334,5297052,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.507102515190994,-73.73103481547511
6300 boulevard Décarie,293577.869,5038876.628,53.074,5019008,5238058,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.489731430136175,-73.64357213595618
9940-9946 rue De Saint-Firmin,293300.036,5047652.488,41.517,5012622,5157479,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.56869523234646,-73.64733287026415
9231 8e avenue,294507.927,5047931.692,38.4,5012629,5157916,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.57122652647789,-73.63186384482144
5195-5197 rue Saranac,295094.009,5038125.455,81.296,10003199,10070361,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.48299483451003,-73.62416049074957
12420 boulevard Langelier,295415.662,5053588.069,21.484,10005423,12108300,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.62213698486811,-73.62034282089907
646-648 5e avenue,291627.408,5033444.948,23.575,10004964,5159,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44082079103848,-73.6683803005695
UNKNOWN,297910.276,5037014.654,19.703,10004970,12102491,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4730330389346,-73.58811929876983
2124-2126 rue Joliette,301151.033,5045049.92,20.062,10003292,10070948,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54536154398866,-73.54673021440622
2405-2407 rue Park Row Est,294706.913,5035643.456,51.249,5019063,5238752,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46065506441674,-73.6290612806723
1125-1155 rue de la Montagne,299168.741,5039733.354,36.698,5019701,5248141,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.49750839501098,-73.57205489581435
900 boulevard De Maisonneuve Ouest,299074.774,5040243.51,40.894,5020376,5260848,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.50209820049158,-73.57326324865748
625 rue Sainte-Catherine Ouest,299368.477,5040436.103,35.661,5020380,5260852,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50383355688786,-73.56950698637601
8300 rue Saint-Patrick,293675.821,5033550.12,24.582,7826,22268,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44180268809519,-73.64219892255335
704 chemin de la Rive-Boisée,276975.824,5040222.809,28.46,7388,21086,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.50137996527707,-73.85604475024412
358 rue Bergevin,292700.36,5032477.661,37.115,7958,22573,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.43213601148964,-73.65464172746906
5115-5119 rue Valéry,296561.94,5049651.03,42.27,7303,20869,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58672510021741,-73.60557707799882
8860 boulevard Lacordaire,296820.456,5050363.872,40.937,7128,20436,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5931424489435,-73.60227555298778
1050 54e avenue,305025.631,5059084.276,12.945,5012931,5161496,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.67165618763629,-73.49710571019901
1485 rue de Louvain Est,293625.892,5047027.135,35.232,5012878,5161079,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.56307354372896,-73.64314388545722
4160 42e rue,295604.555,5048864.816,37.972,5012019,5151038,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.579638517569926,-73.61783154528719
5 57e avenue,305451.963,5059221.059,12.445,5012935,5161500,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.67288670666101,-73.49163356815623
9405 boulevard Saint-Michel,294360.369,5048631.705,40.588,5011985,5150681,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57752320830212,-73.63376940679888
134 chemin du Cap-Saint-Jacques,271831.621,5035902.421,27.957,10003522,10073787,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.462279927559145,-73.92157953675701
405 boulevard Alexis-Nihon,290521.658,5040052.199,39.062,10005393,12108043,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50025380186597,-73.68270601821928
2530 place Keller,287326.167,5042170.195,33.566,10005397,12108067,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51923933596906,-73.7236705834424
1940-1942 rue Beaudet,290473.786,5040609.578,38.486,10005536,12110011,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50526834761757,-73.68333477783088
17555 boulevard Gouin Ouest,274662.314,5036471.4,25.752,10003122,10069543,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46752768516886,-73.88541844489686
280 montée de Liesse,288708.438,5037649.562,41.64,10003639,10077220,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.47859449217532,-73.70582899634138
960 rue Saint-Urbain,300207.716,5040686.726,16.104,5020595,5266999,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50609470502806,-73.55876973925182
115 rue de la Commune Est,300697.735,5040754.476,14.246,5020446,5262966,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50670738781912,-73.55249951414025
178 rue Charlotte,300043.262,5041238.362,26.55,5020450,5262970,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51105740753597,-73.56087968838125
1771 rue Berri,299959.644,5041770.082,28.381,5020507,5264555,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.515841353310456,-73.56195520004069
2600 avenue Pierre-Dupuy,301353.14,5040149.696,15.295,5020705,5267655,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.501268962466064,-73.54410806245488
4001 avenue Harvard,295446.741,5036980.545,70.699,5019264,5240894,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.47269722620228,-73.6196264207731
8515-8517 rue D'Artagnan,296651.38,5049062.81,45.18,7333,20940,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58143312129357,-73.60442098454192
2717 avenue Dollard,293547.672,5033218.2,30.918,7628,21700,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.438813856405226,-73.64382951883752
38 avenue Elmwood,269338.819,5030671.296,31.263,7874,22372,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SENNEVILLE,RELEVE TERRAIN EXTERNE,45.41508692214902,-73.95307765031494
27 4e avenue Sud,280719.967,5041115.28,23.406,7244,20731,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.509549712234616,-73.80817861267244
5080-5082 rue Dujarié,296416.62,5049684.05,40.93,7308,20878,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5870204921446,-73.60743999820467
8590-8594 rue du Pré-Laurin,296745.62,5049396.26,43.19,7340,20963,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.58443470650743,-73.60321889167818
8900 avenue du Parc,293192.188,5044078.66,38.452,5012215,5153318,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.5365349492501,-73.64862970116046
815 avenue d' Anvers,293847.823,5043373.181,50.87,5012100,5151875,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.530197477562574,-73.64021903287609
8528 avenue Stuart,293542.411,5043420.233,46.587,5012103,5151878,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.530616000561736,-73.64413020385709
7521-7523 avenue Wiseman,294730.499,5043009.574,56.372,5012135,5152545,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.526938988884346,-73.62891099517931
9045-9049 avenue Henri-Julien,293502.905,5045094.287,35.019,5012335,5154897,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.54567912461058,-73.64467473023925
5042 rue Coursol,274243.848,5036469.584,26.407,10003131,10069695,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46749317987846,-73.89076983093254
6645 rue Sherbrooke Ouest,294595.04,5035877.512,63.575,10003134,10069705,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46275962755296,-73.63049669472439
1925 52e avenue,287480.954,5035146.893,32.098,10005106,12105418,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.45604508284197,-73.7214419066411
525 rue Vimont,302741.162,5046546.254,13.173,10003254,10070734,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.55883256844771,-73.52637353362232
5722 avenue Smart,291409.063,5035641.771,45.019,10003293,10070954,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,COTE-SAINT-LUC,RELEVE TERRAIN INTERNE,45.46058452993902,-73.67123075430634
605 rue Saint-Jacques,300007.329,5040128.893,16.302,5020601,5267005,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50107369384365,-73.56132884441483
39 avenue Springgrove,296759.914,5041627.785,108.084,5020812,5268916,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51453142979966,-73.60290755693738
50 avenue Kelvin,295682.942,5041358.635,101.677,5020711,5267796,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.512096116833824,-73.6166869328223
611 avenue Saint-Germain,295771.751,5041378.687,101.06,5020717,5267802,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.512277755988656,-73.61555069694637
621-625 boulevard Marcel-Laurin,290708.746,5040636.883,39.648,5025304,5297022,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50551885687567,-73.68032878216397
46 avenue Elmwood,269400.424,5030769.859,33.591,7875,22374,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,SENNEVILLE,RELEVE TERRAIN EXTERNE,45.41597693075492,-73.9522976526423
5845 rue Giffard,297149.761,5050391.66,40.25,7883,22394,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.59339617728472,-73.59805520811165
238-240 90e avenue,293575.617,5031064.765,34.384,7482,21320,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.419436561937424,-73.64342355646401
318-320 90e avenue,293603.953,5031149.117,35.66,7484,21324,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.420196062126514,-73.64306341027465
492 16e avenue,290885.969,5033111.638,23.88,7553,21484,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.43780717191372,-73.67784851139619
9670-9692 rue William-Fleming,292550.778,5032517.753,32.062,7788,22164,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.43249418961875,-73.65655444641433
2181 rue Prieur Est,292813.641,5048170.22,25.91,5017859,5222867,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.57334568646031,-73.65357708272529
12354 rue des Jésuites,292197.881,5047767.73,19.36,5017863,5222871,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.56971315673931,-73.66145609287969
1985-1999 boulevard Henri-Bourassa Est,292477.531,5048014.7,21.48,5017868,5222876,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.57194044502341,-73.6578795589342
10705 avenue Papineau,292429.931,5047879.62,21.58,5017869,5222877,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.570724128468775,-73.65848598521303
750-760 boulevard Crémazie Ouest,293265.266,5043692.78,40.183,5012217,5153320,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.53306392245421,-73.64768486852485
6767 chemin de la Côte-Saint-Luc,293064.702,5036642.0,51.447,10003296,10071006,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,COTE-SAINT-LUC,RELEVE TERRAIN INTERNE,45.46961486882854,-73.65008402380185
2014 rue Saint-Urbain,299515.811,5041103.175,30.271,10003299,10071050,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50983713389051,-73.56762888950696
13135 rue Sunbury,278330.575,5039497.731,28.747,10003139,10069727,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.494907953754726,-73.83867042331077
7027 chemin Clover,291910.201,5036636.453,48.318,10003302,10071091,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,COTE-SAINT-LUC,RELEVE TERRAIN INTERNE,45.4695445778528,-73.66484888808354
6645-6647 rue Laurendeau,297787.63,5034783.22,22.101,10003552,10074802,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.45295236145494,-73.58965578843528
1463-1467 rue Dorion,300706.19,5042697.022,19.201,5019516,5245648,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5241869536719,-73.55240755362107
1845 rue de la Visitation,300092.893,5042406.151,27.368,5019518,5245650,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52156571928447,-73.56025576054134
557 chemin de la Côte-Sainte-Catherine,296074.51,5041582.649,88.315,5020818,5268922,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51411702044359,-73.61167944440028
1190 avenue Ducharme,295846.104,5042622.007,66.052,5020880,5269666,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.5234667146291,-73.61462185378369
790 boulevard Marcel-Laurin,290475.963,5040798.213,38.898,5025310,5297028,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50696579985262,-73.68331244728557
