YEAR,MONTH,CASERNE,MEDIAN_NOMBRE_UNITES,FIRE_COUNT,AREA_SQ_KM,FIRE_COUNT_SQ_KM,LOG_MEDIAN_NOMBRE_UNITES,LOG_FIRE_COUNT_SQ_KM,SEVERITY_RISK,FREQUENCY_RISK
2009,10,54,2.0,2,9.67,0.21,0.6931471805599453,0.1906203596086497,16.0,5.0
2009,10,55,1.0,9,18.93,0.48,0.0,0.3920420877760237,0.0,12.0
2009,10,56,1.0,3,23.55,0.13,0.0,0.12221763272424911,0.0,3.0
2009,10,57,1.0,11,12.81,0.86,0.0,0.6205764877251098,0.0,20.0
2009,10,58,1.0,1,2.28,0.44,0.0,0.36464311358790924,0.0,11.0
2009,10,61,4.0,6,15.06,0.4,1.3862943611198906,0.3364722366212129,32.0,10.0
2009,10,63,1.0,6,16.54,0.36,0.0,0.30748469974796055,0.0,9.0
2009,10,64,1.0,22,17.88,1.23,0.0,0.8020015854720274,0.0,26.0
2009,10,65,1.0,14,16.1,0.87,0.0,0.6259384308664954,0.0,20.0
2009,10,66,1.0,22,6.06,3.63,0.0,1.5325568680981427,0.0,52.0
2009,10,67,1.0,4,3.76,1.06,0.0,0.7227059828014898,0.0,24.0
2009,10,71,5.0,3,14.53,0.21,1.6094379124341003,0.1906203596086497,37.0,5.0
2009,10,72,1.0,8,19.75,0.41,0.0,0.34358970439007686,0.0,11.0
2009,10,73,4.5,10,8.65,1.16,1.5040773967762742,0.7701082216960737,34.0,25.0
2009,10,74,1.0,3,7.55,0.4,0.0,0.3364722366212129,0.0,10.0
2009,10,75,1.0,7,3.82,1.83,0.0,1.0402767116551463,0.0,35.0
2009,10,76,4.0,2,4.02,0.5,1.3862943611198906,0.4054651081081644,32.0,13.0
2009,10,77,1.0,1,1.41,0.71,0.0,0.5364933705145685,0.0,17.0
2009,10,78,1.0,3,8.62,0.35,0.0,0.30010459245033816,0.0,9.0
2009,11,3,1.0,3,1.33,2.26,0.0,1.1817271953786161,0.0,40.0
2009,11,4,5.0,9,5.47,1.65,1.6094379124341003,0.9745596399981308,37.0,32.0
2009,11,5,1.0,7,1.31,5.34,0.0,1.8468787684491346,0.0,63.0
2009,11,8,1.0,5,12.33,0.41,0.0,0.34358970439007686,0.0,11.0
2009,11,9,1.0,10,9.29,1.08,0.0,0.7323678937132266,0.0,24.0
2009,11,10,4.5,6,2.65,2.26,1.5040773967762742,1.1817271953786161,34.0,40.0
2009,11,13,1.0,10,3.55,2.82,0.0,1.3402504226184837,0.0,45.0
2009,11,14,1.0,1,10.31,0.1,0.0,0.09531017980432493,0.0,2.0
2009,11,15,8.5,2,6.6,0.3,2.1400661634962708,0.26236426446749106,49.0,8.0
2009,11,16,1.0,9,2.72,3.31,0.0,1.4609379041156565,0.0,49.0
2009,11,17,1.0,5,4.89,1.02,0.0,0.7030975114131134,0.0,23.0
2009,11,18,1.0,9,6.02,1.5,0.0,0.9162907318741551,0.0,30.0
2009,11,19,1.0,12,8.29,1.45,0.0,0.8960880245566357,0.0,30.0
2009,11,20,9.0,1,6.3,0.16,2.1972245773362196,0.14842000511827322,50.0,4.0
2009,11,21,7.0,3,9.76,0.31,1.9459101490553132,0.2700271372130602,44.0,8.0
2009,11,22,1.0,7,3.8,1.84,0.0,1.0438040521731147,0.0,35.0
2009,11,23,1.0,13,4.73,2.75,0.0,1.3217558399823195,0.0,45.0
2009,11,25,1.0,5,2.99,1.67,0.0,0.9820784724121582,0.0,33.0
2009,11,26,7.0,5,1.99,2.51,1.9459101490553132,1.2556160374777743,44.0,42.0
2009,11,27,4.5,8,6.64,1.2,1.5040773967762742,0.7884573603642703,34.0,26.0
2009,11,28,1.5,8,13.87,0.58,0.4054651081081644,0.4574248470388755,9.0,15.0
2009,11,29,1.0,7,4.06,1.72,0.0,1.000631880307906,0.0,33.0
2009,11,30,4.5,14,3.44,4.07,1.5040773967762742,1.623340817603092,34.0,55.00000000000001
2009,11,31,1.0,5,2.01,2.49,0.0,1.2499017362143359,0.0,42.0
2009,11,33,1.5,10,5.14,1.95,0.4054651081081644,1.0818051703517284,9.0,36.0
2009,11,34,5.0,6,4.04,1.49,1.6094379124341003,0.9122827104766164,37.0,30.0
2009,11,35,3.0,6,3.08,1.95,1.0986122886681098,1.0818051703517284,25.0,36.0
2009,11,37,3.0,4,4.69,0.85,1.0986122886681098,0.6151856390902335,25.0,20.0
2009,11,38,1.0,15,20.3,0.74,0.0,0.5538851132264376,0.0,18.0
2009,11,39,1.0,12,8.68,1.38,0.0,0.8671004876833833,0.0,28.999999999999996
2009,11,40,1.0,13,8.98,1.45,0.0,0.8960880245566357,0.0,30.0
2009,11,41,1.0,6,2.48,2.42,0.0,1.2296405510745139,0.0,41.0
2009,11,42,13.0,3,10.29,0.29,2.5649493574615367,0.25464221837358075,57.99999999999999,7.000000000000001
2009,11,43,3.0,10,5.11,1.96,1.0986122886681098,1.085189268335969,25.0,36.0
2009,11,44,1.5,2,13.98,0.14,0.4054651081081644,0.1310282624064042,9.0,3.0
2009,11,45,7.0,5,3.99,1.25,1.9459101490553132,0.8109302162163288,44.0,27.0
2009,11,46,1.0,13,5.32,2.44,0.0,1.235471471385307,0.0,42.0
2009,11,47,1.0,5,3.71,1.35,0.0,0.8544153281560676,0.0,28.000000000000004
2009,11,48,1.0,4,2.28,1.75,0.0,1.0116009116784799,0.0,34.0
2009,11,49,1.0,14,7.05,1.99,0.0,1.095273387402595,0.0,37.0
2009,11,50,3.5,4,6.11,0.65,1.252762968495368,0.5007752879124892,28.999999999999996,16.0
2009,11,51,8.5,2,17.84,0.11,2.1400661634962708,0.10436001532424286,49.0,2.0
2009,11,53,1.0,4,10.99,0.36,0.0,0.30748469974796055,0.0,9.0
2009,11,55,1.0,8,18.93,0.42,0.0,0.35065687161316933,0.0,11.0
2009,11,56,1.0,1,23.55,0.04,0.0,0.03922071315328133,0.0,0.0
2009,11,57,1.0,17,12.81,1.33,0.0,0.8458682675776092,0.0,28.000000000000004
2009,11,61,1.0,4,15.06,0.27,0.0,0.23901690047049992,0.0,7.000000000000001
2009,11,63,1.0,5,16.54,0.3,0.0,0.26236426446749106,0.0,8.0
2009,11,64,4.5,8,17.88,0.45,1.5040773967762742,0.371563556432483,34.0,12.0
2009,11,65,1.0,14,16.1,0.87,0.0,0.6259384308664954,0.0,20.0
2009,11,66,4.0,15,6.06,2.48,1.3862943611198906,1.247032293786383,32.0,42.0
2009,11,67,1.0,1,3.76,0.27,0.0,0.23901690047049992,0.0,7.000000000000001
2009,11,71,3.5,8,14.53,0.55,1.252762968495368,0.4382549309311553,28.999999999999996,14.000000000000002
2009,11,72,1.0,5,19.75,0.25,0.0,0.22314355131420976,0.0,6.0
2009,11,73,2.0,6,8.65,0.69,0.6931471805599453,0.5247285289349821,16.0,17.0
2009,11,74,1.0,5,7.55,0.66,0.0,0.506817602368452,0.0,16.0
2009,11,75,1.5,4,3.82,1.05,0.4054651081081644,0.7178397931503168,9.0,24.0
2009,11,76,1.0,4,4.02,1.0,0.0,0.6931471805599453,0.0,23.0
2009,11,77,2.0,1,1.41,0.71,0.6931471805599453,0.5364933705145685,16.0,17.0
2009,11,78,1.0,5,8.62,0.58,0.0,0.4574248470388755,0.0,15.0
2009,12,3,1.0,1,1.33,0.75,0.0,0.5596157879354227,0.0,18.0
2009,12,4,3.0,13,5.47,2.38,1.0986122886681098,1.2178757094949273,25.0,41.0
2009,12,5,1.0,8,1.31,6.11,0.0,1.9615022438151495,0.0,67.0
2009,12,9,2.0,6,9.29,0.65,0.6931471805599453,0.5007752879124892,16.0,16.0
2009,12,10,1.0,9,2.65,3.4,0.0,1.4816045409242156,0.0,50.0
2009,12,14,3.0,6,10.31,0.58,1.0986122886681098,0.4574248470388755,25.0,15.0
2009,12,15,4.0,2,6.6,0.3,1.3862943611198906,0.26236426446749106,32.0,8.0
2009,12,16,4.0,4,2.72,1.47,1.3862943611198906,0.9042181506398858,32.0,30.0
2009,12,17,4.0,4,4.89,0.82,1.3862943611198906,0.5988365010887039,32.0,19.0
2009,12,18,5.0,5,6.02,0.83,1.6094379124341003,0.6043159668533296,37.0,20.0
2009,12,19,1.0,4,8.29,0.48,0.0,0.3920420877760237,0.0,12.0
2009,12,20,7.5,2,6.3,0.32,2.0149030205422647,0.27763173659827955,46.0,8.0
2009,12,21,5.0,10,9.76,1.02,1.6094379124341003,0.7030975114131134,37.0,23.0
2009,12,22,2.5,2,3.8,0.53,0.9162907318741551,0.4252677354043441,21.0,13.0
2009,12,23,1.0,3,4.73,0.63,0.0,0.4885800148186709,0.0,16.0
2009,12,25,6.0,7,2.99,2.34,1.791759469228055,1.205970806988609,41.0,40.0
2009,12,26,1.5,6,1.99,3.02,0.4054651081081644,1.3912819026309295,9.0,47.0
2009,12,27,5.0,5,6.64,0.75,1.6094379124341003,0.5596157879354227,37.0,18.0
2009,12,28,6.0,6,13.87,0.43,1.791759469228055,0.3576744442718159,41.0,11.0
2009,12,29,3.5,4,4.06,0.99,1.252762968495368,0.688134638736401,28.999999999999996,23.0
2009,12,30,3.5,8,3.44,2.33,1.252762968495368,1.2029723039923526,28.999999999999996,40.0
2009,12,31,1.0,1,2.01,0.5,0.0,0.4054651081081644,0.0,13.0
2009,12,33,4.5,4,5.14,0.78,1.5040773967762742,0.5766133643039938,34.0,19.0
2009,12,34,8.5,4,4.04,0.99,2.1400661634962708,0.688134638736401,49.0,23.0
2009,12,35,1.0,1,3.08,0.32,0.0,0.27763173659827955,0.0,8.0
2009,12,37,7.5,2,4.69,0.43,2.0149030205422647,0.3576744442718159,46.0,11.0
2009,12,38,5.0,7,20.3,0.34,1.6094379124341003,0.29266961396282004,37.0,9.0
2009,12,39,5.0,1,8.68,0.12,1.6094379124341003,0.11332868530700327,37.0,3.0
2009,12,40,3.0,3,8.98,0.33,1.0986122886681098,0.28517894223366247,25.0,9.0
2009,12,41,1.0,4,2.48,1.61,0.0,0.9593502213346021,0.0,32.0
2009,12,42,2.0,2,10.29,0.19,0.6931471805599453,0.17395330712343798,16.0,5.0
2009,12,43,4.0,6,5.11,1.17,1.3862943611198906,0.7747271675523681,32.0,26.0
2009,12,44,6.0,3,13.98,0.21,1.791759469228055,0.1906203596086497,41.0,5.0
2009,12,45,6.0,1,3.99,0.25,1.791759469228055,0.22314355131420976,41.0,6.0
2009,12,46,6.0,7,5.32,1.32,1.791759469228055,0.8415671856782188,41.0,28.000000000000004
2009,12,47,4.5,2,3.71,0.54,1.5040773967762742,0.43178241642553783,34.0,14.000000000000002
2009,12,48,3.0,6,2.28,2.63,1.0986122886681098,1.2892326482767593,25.0,43.0
2009,12,49,3.0,10,7.05,1.42,1.0986122886681098,0.883767540168595,25.0,28.999999999999996
2009,12,50,1.0,1,6.11,0.16,0.0,0.14842000511827322,0.0,4.0
2009,12,51,4.0,2,17.84,0.11,1.3862943611198906,0.10436001532424286,32.0,2.0
2009,12,52,5.0,1,6.04,0.17,1.6094379124341003,0.1570037488096647,37.0,4.0
2009,12,53,2.0,2,10.99,0.18,0.6931471805599453,0.16551443847757333,16.0,4.0
2009,12,54,1.0,1,9.67,0.1,0.0,0.09531017980432493,0.0,2.0
2009,12,55,4.5,8,18.93,0.42,1.5040773967762742,0.35065687161316933,34.0,11.0
2009,12,56,4.5,2,23.55,0.08,1.5040773967762742,0.0769610411361284,34.0,1.0
2009,12,57,6.0,5,12.81,0.39,1.791759469228055,0.32930374714260047,41.0,10.0
2009,12,58,5.0,2,2.28,0.88,1.6094379124341003,0.6312717768418578,37.0,21.0
2009,12,61,8.5,4,15.06,0.27,2.1400661634962708,0.23901690047049992,49.0,7.000000000000001
2009,12,63,1.0,8,16.54,0.48,0.0,0.3920420877760237,0.0,12.0
2009,12,64,5.0,10,17.88,0.56,1.6094379124341003,0.44468582126144574,37.0,14.000000000000002
2009,12,65,5.0,13,16.1,0.81,1.6094379124341003,0.5933268452777344,37.0,19.0
2009,12,66,9.0,7,6.06,1.16,2.1972245773362196,0.7701082216960737,50.0,25.0
2009,12,67,4.5,2,3.76,0.53,1.5040773967762742,0.4252677354043441,34.0,13.0
2009,12,71,2.5,2,14.53,0.14,0.9162907318741551,0.1310282624064042,21.0,3.0
2009,12,72,6.0,3,19.75,0.15,1.791759469228055,0.13976194237515863,41.0,3.0
2009,12,73,4.0,3,8.65,0.35,1.3862943611198906,0.30010459245033816,32.0,9.0
2009,12,74,3.0,2,7.55,0.26,1.0986122886681098,0.23111172096338664,25.0,7.000000000000001
2009,12,75,4.5,4,3.82,1.05,1.5040773967762742,0.7178397931503168,34.0,24.0
2009,12,76,5.0,3,4.02,0.75,1.6094379124341003,0.5596157879354227,37.0,18.0
2009,12,77,2.5,2,1.41,1.42,0.9162907318741551,0.883767540168595,21.0,28.999999999999996
2009,12,78,5.0,5,8.62,0.58,1.6094379124341003,0.4574248470388755,37.0,15.0
2010,1,4,5.0,4,5.47,0.73,1.6094379124341003,0.5481214085096876,37.0,18.0
2010,1,5,3.5,6,1.31,4.58,1.252762968495368,1.7191887763932197,28.999999999999996,57.99999999999999
2010,1,8,6.0,1,12.33,0.08,1.791759469228055,0.0769610411361284,41.0,1.0
2010,1,9,1.0,11,9.29,1.18,0.0,0.7793248768009975,0.0,26.0
2010,1,10,3.5,6,2.65,2.26,1.252762968495368,1.1817271953786161,28.999999999999996,40.0
2010,1,13,18.0,3,3.55,0.85,2.8903717578961645,0.6151856390902335,66.0,20.0
2010,1,14,2.5,4,10.31,0.39,0.9162907318741551,0.32930374714260047,21.0,10.0
2010,1,15,2.5,4,6.6,0.61,0.9162907318741551,0.47623417899637155,21.0,15.0
2010,1,16,4.0,4,2.72,1.47,1.3862943611198906,0.9042181506398858,32.0,30.0
2010,1,17,2.0,3,4.89,0.61,0.6931471805599453,0.47623417899637155,16.0,15.0
2010,1,18,2.0,5,6.02,0.83,0.6931471805599453,0.6043159668533296,16.0,20.0
2010,1,19,6.0,7,8.29,0.84,1.791759469228055,0.6097655716208942,41.0,20.0
2010,1,20,1.0,5,6.3,0.79,0.0,0.5822156198526637,0.0,19.0
2010,1,21,3.0,5,9.76,0.51,1.0986122886681098,0.412109650826833,25.0,13.0
2010,1,22,1.0,2,3.8,0.53,0.0,0.4252677354043441,0.0,13.0
2010,1,23,6.5,4,4.73,0.85,1.8718021769015913,0.6151856390902335,43.0,20.0
2010,1,25,6.0,11,2.99,3.68,1.791759469228055,1.5432981099295553,41.0,52.0
2010,1,26,6.0,4,1.99,2.01,1.791759469228055,1.1019400787607843,41.0,37.0
2010,1,27,5.0,9,6.64,1.36,1.6094379124341003,0.8586616190375188,37.0,28.000000000000004
2010,1,28,1.0,2,13.87,0.14,0.0,0.1310282624064042,0.0,3.0
2010,1,29,1.0,3,4.06,0.74,0.0,0.5538851132264376,0.0,18.0
2010,1,30,4.5,10,3.44,2.91,1.5040773967762742,1.3635373739972745,34.0,46.0
2010,1,31,9.0,1,2.01,0.5,2.1972245773362196,0.4054651081081644,50.0,13.0
2010,1,33,11.0,3,5.14,0.58,2.3978952727983707,0.4574248470388755,55.00000000000001,15.0
2010,1,34,1.0,5,4.04,1.24,0.0,0.8064758658669485,0.0,27.0
2010,1,35,1.0,3,3.08,0.97,0.0,0.6780335427498971,0.0,22.0
2010,1,37,3.5,6,4.69,1.28,1.252762968495368,0.8241754429663495,28.999999999999996,27.0
2010,1,38,5.0,3,20.3,0.15,1.6094379124341003,0.13976194237515863,37.0,3.0
2010,1,39,20.0,2,8.68,0.23,2.995732273553991,0.20701416938432612,68.0,6.0
2010,1,40,3.5,10,8.98,1.11,1.252762968495368,0.7466879474879753,28.999999999999996,25.0
2010,1,41,5.5,4,2.48,1.61,1.7047480922384253,0.9593502213346021,39.0,32.0
2010,1,42,5.5,6,10.29,0.58,1.7047480922384253,0.4574248470388755,39.0,15.0
2010,1,43,6.0,3,5.11,0.59,1.791759469228055,0.46373401623214006,41.0,15.0
2010,1,44,4.0,3,13.98,0.21,1.3862943611198906,0.1906203596086497,32.0,5.0
2010,1,46,1.0,7,5.32,1.32,0.0,0.8415671856782188,0.0,28.000000000000004
2010,1,47,10.0,2,3.71,0.54,2.302585092994046,0.43178241642553783,52.0,14.000000000000002
2010,1,48,7.0,3,2.28,1.32,1.9459101490553132,0.8415671856782188,44.0,28.000000000000004
2010,1,49,4.0,7,7.05,0.99,1.3862943611198906,0.688134638736401,32.0,23.0
2010,1,50,9.0,2,6.11,0.33,2.1972245773362196,0.28517894223366247,50.0,9.0
2010,1,51,1.0,1,17.84,0.06,0.0,0.058268908123975824,0.0,1.0
2010,1,52,1.0,1,6.04,0.17,0.0,0.1570037488096647,0.0,4.0
2010,1,53,2.0,1,10.99,0.09,0.6931471805599453,0.08617769624105241,16.0,2.0
2010,1,54,4.0,3,9.67,0.31,1.3862943611198906,0.2700271372130602,32.0,8.0
2010,1,55,4.5,4,18.93,0.21,1.5040773967762742,0.1906203596086497,34.0,5.0
2010,1,56,3.5,4,23.55,0.17,1.252762968495368,0.1570037488096647,28.999999999999996,4.0
2010,1,57,5.0,6,12.81,0.47,1.6094379124341003,0.3852624007906449,37.0,12.0
2010,1,61,1.0,1,15.06,0.07,0.0,0.06765864847381486,0.0,1.0
2010,1,62,6.0,3,4.51,0.67,1.791759469228055,0.5128236264286637,41.0,16.0
2010,1,63,3.0,6,16.54,0.36,1.0986122886681098,0.30748469974796055,25.0,9.0
2010,1,64,6.0,10,17.88,0.56,1.791759469228055,0.44468582126144574,41.0,14.000000000000002
2010,1,65,3.0,14,16.1,0.87,1.0986122886681098,0.6259384308664954,25.0,20.0
2010,1,66,4.0,8,6.06,1.32,1.3862943611198906,0.8415671856782188,32.0,28.000000000000004
2010,1,67,7.0,3,3.76,0.8,1.9459101490553132,0.5877866649021191,44.0,19.0
2010,1,71,1.5,2,14.53,0.14,0.4054651081081644,0.1310282624064042,9.0,3.0
2010,1,72,10.0,4,19.75,0.2,2.302585092994046,0.1823215567939546,52.0,5.0
2010,1,73,5.0,9,8.65,1.04,1.6094379124341003,0.712949807856125,37.0,23.0
2010,1,75,4.0,1,3.82,0.26,1.3862943611198906,0.23111172096338664,32.0,7.000000000000001
2010,1,76,6.5,4,4.02,1.0,1.8718021769015913,0.6931471805599453,43.0,23.0
2010,1,78,11.5,2,8.62,0.23,2.4423470353692043,0.20701416938432612,56.00000000000001,6.0
2010,2,4,5.0,5,5.47,0.91,1.6094379124341003,0.6471032420585385,37.0,21.0
2010,2,5,2.5,2,1.31,1.53,0.9162907318741551,0.928219302739429,21.0,31.0
2010,2,8,18.5,2,12.33,0.16,2.917770732084279,0.14842000511827322,66.0,4.0
2010,2,9,6.0,8,9.29,0.86,1.791759469228055,0.6205764877251098,41.0,20.0
2010,2,10,53.5,2,2.65,0.75,3.979681653901961,0.5596157879354227,91.0,18.0
2010,2,13,17.0,1,3.55,0.28,2.833213344056216,0.2468600779315258,64.0,7.000000000000001
2010,2,14,3.0,3,10.31,0.29,1.0986122886681098,0.25464221837358075,25.0,7.000000000000001
2010,2,15,2.0,4,6.6,0.61,0.6931471805599453,0.47623417899637155,16.0,15.0
2010,2,16,7.0,3,2.72,1.1,1.9459101490553132,0.7419373447293773,44.0,24.0
2010,2,17,3.0,4,4.89,0.82,1.0986122886681098,0.5988365010887039,25.0,19.0
2010,2,18,1.5,4,6.02,0.66,0.4054651081081644,0.506817602368452,9.0,16.0
2010,2,19,8.0,5,8.29,0.6,2.0794415416798357,0.47000362924573563,47.0,15.0
2010,2,21,5.0,5,9.76,0.51,1.6094379124341003,0.412109650826833,37.0,13.0
2010,2,22,7.0,1,3.8,0.26,1.9459101490553132,0.23111172096338664,44.0,7.000000000000001
2010,2,23,6.0,4,4.73,0.85,1.791759469228055,0.6151856390902335,41.0,20.0
2010,2,25,5.0,5,2.99,1.67,1.6094379124341003,0.9820784724121582,37.0,33.0
2010,2,26,4.0,1,1.99,0.5,1.3862943611198906,0.4054651081081644,32.0,13.0
2010,2,27,5.0,1,6.64,0.15,1.6094379124341003,0.13976194237515863,37.0,3.0
2010,2,28,4.0,4,13.87,0.29,1.3862943611198906,0.25464221837358075,32.0,7.000000000000001
2010,2,29,3.0,3,4.06,0.74,1.0986122886681098,0.5538851132264376,25.0,18.0
2010,2,30,7.0,7,3.44,2.03,1.9459101490553132,1.1085626195212777,44.0,37.0
2010,2,31,11.5,4,2.01,1.99,2.4423470353692043,1.095273387402595,56.00000000000001,37.0
2010,2,33,9.0,8,5.14,1.56,2.1972245773362196,0.9400072584914712,50.0,31.0
2010,2,34,26.5,2,4.04,0.5,3.2771447329921766,0.4054651081081644,75.0,13.0
2010,2,35,4.0,4,3.08,1.3,1.3862943611198906,0.8329091229351039,32.0,28.000000000000004
2010,2,37,6.0,5,4.69,1.07,1.791759469228055,0.7275486072772779,41.0,24.0
2010,2,38,3.0,7,20.3,0.34,1.0986122886681098,0.29266961396282004,25.0,9.0
2010,2,39,4.0,9,8.68,1.04,1.3862943611198906,0.712949807856125,32.0,23.0
2010,2,40,2.0,3,8.98,0.33,0.6931471805599453,0.28517894223366247,16.0,9.0
2010,2,41,4.0,3,2.48,1.21,1.3862943611198906,0.7929925155296614,32.0,26.0
2010,2,42,2.0,3,10.29,0.29,0.6931471805599453,0.25464221837358075,16.0,7.000000000000001
2010,2,43,1.0,1,5.11,0.2,0.0,0.1823215567939546,0.0,5.0
2010,2,44,11.0,1,13.98,0.07,2.3978952727983707,0.06765864847381486,55.00000000000001,1.0
2010,2,45,1.0,3,3.99,0.75,0.0,0.5596157879354227,0.0,18.0
2010,2,46,12.0,3,5.32,0.56,2.4849066497880004,0.44468582126144574,56.99999999999999,14.000000000000002
2010,2,47,7.0,1,3.71,0.27,1.9459101490553132,0.23901690047049992,44.0,7.000000000000001
2010,2,48,1.0,3,2.28,1.32,0.0,0.8415671856782188,0.0,28.000000000000004
2010,2,49,4.5,4,7.05,0.57,1.5040773967762742,0.45107561936021656,34.0,14.000000000000002
2010,2,50,5.0,3,6.11,0.49,1.6094379124341003,0.3987761199573678,37.0,12.0
2010,2,51,4.0,1,17.84,0.06,1.3862943611198906,0.058268908123975824,32.0,1.0
2010,2,52,4.0,1,6.04,0.17,1.3862943611198906,0.1570037488096647,32.0,4.0
2010,2,55,7.0,4,18.93,0.21,1.9459101490553132,0.1906203596086497,44.0,5.0
2010,2,56,4.0,1,23.55,0.04,1.3862943611198906,0.03922071315328133,32.0,0.0
2010,2,57,1.0,1,12.81,0.08,0.0,0.0769610411361284,0.0,1.0
2010,2,61,5.0,3,15.06,0.2,1.6094379124341003,0.1823215567939546,37.0,5.0
2010,2,62,5.0,1,4.51,0.22,1.6094379124341003,0.19885085874516517,37.0,6.0
2010,2,63,4.5,6,16.54,0.36,1.5040773967762742,0.30748469974796055,34.0,9.0
2010,2,64,1.0,7,17.88,0.39,0.0,0.32930374714260047,0.0,10.0
2010,2,65,4.5,4,16.1,0.25,1.5040773967762742,0.22314355131420976,34.0,6.0
2010,2,66,6.0,3,6.06,0.5,1.791759469228055,0.4054651081081644,41.0,13.0
2010,2,72,5.5,8,19.75,0.41,1.7047480922384253,0.34358970439007686,39.0,11.0
2010,2,73,4.5,6,8.65,0.69,1.5040773967762742,0.5247285289349821,34.0,17.0
2010,2,74,3.0,2,7.55,0.26,1.0986122886681098,0.23111172096338664,25.0,7.000000000000001
2010,2,75,10.0,1,3.82,0.26,2.302585092994046,0.23111172096338664,52.0,7.000000000000001
2010,2,76,1.0,4,4.02,1.0,0.0,0.6931471805599453,0.0,23.0
2010,2,78,3.0,4,8.62,0.46,1.0986122886681098,0.37843643572024505,25.0,12.0
2010,3,4,1.0,5,5.47,0.91,0.0,0.6471032420585385,0.0,21.0
2010,3,5,4.0,3,1.31,2.29,1.3862943611198906,1.1908875647772805,32.0,40.0
2010,3,8,1.0,3,12.33,0.24,0.0,0.2151113796169455,0.0,6.0
2010,3,9,2.0,9,9.29,0.97,0.6931471805599453,0.6780335427498971,16.0,22.0
2010,3,10,2.5,8,2.65,3.02,0.9162907318741551,1.3912819026309295,21.0,47.0
2010,3,13,5.0,11,3.55,3.1,1.6094379124341003,1.410986973710262,37.0,48.0
2010,3,14,1.0,5,10.31,0.48,0.0,0.3920420877760237,0.0,12.0
2010,3,15,1.0,7,6.6,1.06,0.0,0.7227059828014898,0.0,24.0
2010,3,16,4.0,11,2.72,4.04,1.3862943611198906,1.6174060820832772,32.0,55.00000000000001
2010,3,17,1.0,7,4.89,1.43,0.0,0.887891257352457,0.0,28.999999999999996
2010,3,18,1.0,17,6.02,2.82,0.0,1.3402504226184837,0.0,45.0
2010,3,19,3.5,20,8.29,2.41,1.252762968495368,1.2267122912954254,28.999999999999996,41.0
2010,3,20,7.0,8,6.3,1.27,1.9459101490553132,0.8197798314933114,44.0,27.0
2010,3,21,5.0,6,9.76,0.61,1.6094379124341003,0.47623417899637155,37.0,15.0
2010,3,22,3.0,9,3.8,2.37,1.0986122886681098,1.2149127443642704,25.0,41.0
2010,3,23,5.5,14,4.73,2.96,1.7047480922384253,1.3762440252663892,39.0,46.0
2010,3,25,5.0,11,2.99,3.68,1.6094379124341003,1.5432981099295553,37.0,52.0
2010,3,26,1.0,4,1.99,2.01,0.0,1.1019400787607843,0.0,37.0
2010,3,27,1.0,14,6.64,2.11,0.0,1.1346227261911428,0.0,38.0
2010,3,28,1.0,13,13.87,0.94,0.0,0.6626879730752367,0.0,22.0
2010,3,29,3.5,4,4.06,0.99,1.252762968495368,0.688134638736401,28.999999999999996,23.0
2010,3,30,1.0,11,3.44,3.2,0.0,1.4350845252893227,0.0,48.0
2010,3,31,4.0,6,2.01,2.99,1.3862943611198906,1.3837912309017721,32.0,47.0
2010,3,33,1.0,11,5.14,2.14,0.0,1.144222799920162,0.0,38.0
2010,3,34,2.5,6,4.04,1.49,0.9162907318741551,0.9122827104766164,21.0,30.0
2010,3,35,1.0,3,3.08,0.97,0.0,0.6780335427498971,0.0,22.0
2010,3,37,1.0,7,4.69,1.49,0.0,0.9122827104766164,0.0,30.0
2010,3,38,1.0,27,20.3,1.33,0.0,0.8458682675776092,0.0,28.000000000000004
2010,3,39,2.0,12,8.68,1.38,0.6931471805599453,0.8671004876833833,16.0,28.999999999999996
2010,3,40,1.0,5,8.98,0.56,0.0,0.44468582126144574,0.0,14.000000000000002
2010,3,41,5.0,9,2.48,3.63,1.6094379124341003,1.5325568680981427,37.0,52.0
2010,3,42,4.0,7,10.29,0.68,1.3862943611198906,0.5187937934151676,32.0,17.0
2010,3,43,1.5,6,5.11,1.17,0.4054651081081644,0.7747271675523681,9.0,26.0
2010,3,44,1.0,8,13.98,0.57,0.0,0.45107561936021656,0.0,14.000000000000002
2010,3,45,4.5,4,3.99,1.0,1.5040773967762742,0.6931471805599453,34.0,23.0
2010,3,46,1.0,9,5.32,1.69,0.0,0.9895411936137477,0.0,33.0
2010,3,47,2.5,4,3.71,1.08,0.9162907318741551,0.7323678937132266,21.0,24.0
2010,3,48,4.0,14,2.28,6.14,1.3862943611198906,1.965712776351493,32.0,67.0
2010,3,49,1.0,5,7.05,0.71,0.0,0.5364933705145685,0.0,17.0
2010,3,50,4.0,6,6.11,0.98,1.3862943611198906,0.6830968447064438,32.0,22.0
2010,3,51,1.0,5,17.84,0.28,0.0,0.2468600779315258,0.0,7.000000000000001
2010,3,54,2.0,5,9.67,0.52,0.6931471805599453,0.41871033485818504,16.0,13.0
2010,3,55,1.0,18,18.93,0.95,0.0,0.6678293725756554,0.0,22.0
2010,3,56,4.0,3,23.55,0.13,1.3862943611198906,0.12221763272424911,32.0,3.0
2010,3,57,1.0,10,12.81,0.78,0.0,0.5766133643039938,0.0,19.0
2010,3,58,1.0,1,2.28,0.44,0.0,0.36464311358790924,0.0,11.0
