INCIDENT_NBR,CREATION_DATE,INCIDENT_TYPE_DESC,DESCRIPTION_GROUPE,CASERNE,NOM_VILLE,NOM_ARROND,DIVISION,LATITUDE,LONGITUDE,NOMBRE_UNITES,DESC_GROUP_ENGLISH
84569,2009-10-17,Interv. niveau/pistes +P,Autres incendies,63,Dorval,Indéterminé,13,45.4544154185144,-73.7530772211105,5.0,Other fires
84581,2009-10-17,Feu d'auto (voie rapide),Autres incendies,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4762504804858,-73.6167515805168,3.0,Other fires
84624,2009-10-17,10-22 avec feu,Incendies de bâtiments,49,Montréal,Ahuntsic / Cartierville,21,45.5476063549849,-73.6419746540701,7.0,Building fire
84645,2009-10-17,Feu de champ *,Autres incendies,42,Montréal,Ahuntsic / Cartierville,21,45.5314798509337,-73.7025818953777,1.0,Other fires
84675,2009-10-17,Feu / 2e Alerte,Incendies de bâtiments,57,Montréal,Pierrefonds / Roxboro,11,45.4679269810465,-73.8837093744555,32.0,Building fire
84687,2009-10-17,Feu de champ *,Autres incendies,55,Pointe-Claire,Indéterminé,12,45.4579005170859,-73.8070383854364,1.0,Other fires
84693,2009-10-17,10-22 avec feu,Incendies de bâtiments,66,Montréal,Verdun,15,45.4584372572156,-73.5674102202824,3.0,Building fire
84698,2009-10-17,Déchets en feu,Autres incendies,17,Montréal,Montréal-Nord,21,45.583012080926,-73.6441398519636,1.0,Other fires
84737,2009-10-17,Déchets en feu,Autres incendies,65,Montréal,LaSalle,14,45.4308776104657,-73.6274061755258,1.0,Other fires
84742,2009-10-17,Feu de champ *,Autres incendies,33,Montréal,Sud-Ouest,15,45.4435946282759,-73.5979186017374,1.0,Other fires
84806,2009-10-18,Déchets en feu,Autres incendies,19,Montréal,Ville-Marie,18,45.5340119105844,-73.556847876486,1.0,Other fires
84814,2009-10-18,Déchets en feu,Autres incendies,75,Montréal,Outremont,17,45.517718598535,-73.6134709380973,1.0,Other fires
84823,2009-10-18,Feu / 2e Alerte,Incendies de bâtiments,71,Montréal,Saint-Laurent,13,45.5190606658598,-73.7132382794745,28.0,Building fire
84839,2009-10-18,Feu de véhicule extérieur,Autres incendies,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6554513320577,-73.5596651786121,1.0,Other fires
84848,2009-10-18,Feu de champ *,Autres incendies,20,Montréal,Ville-Marie,18,45.5202038165483,-73.5470928319888,1.0,Other fires
84849,2009-10-18,10-22 avec feu,Incendies de bâtiments,28,Montréal,Anjou,25,45.6088027207053,-73.5437822832975,4.0,Building fire
84868,2009-10-18,10-22 avec feu,Incendies de bâtiments,65,Montréal,LaSalle,14,45.428579393323,-73.6305831548612,8.0,Building fire
84885,2009-10-18,Feu de champ *,Autres incendies,29,Montréal,Rosemont / Petite-Patrie,22,45.5548329815352,-73.5744930908588,1.0,Other fires
84893,2009-10-18,Déchets en feu,Autres incendies,42,Montréal,Ahuntsic / Cartierville,21,45.5313555970105,-73.7256652123914,1.0,Other fires
84912,2009-10-18,Déchets en feu,Autres incendies,53,Beaconsfield,Indéterminé,12,45.4374040548544,-73.8441603339318,4.0,Other fires
84954,2009-10-18,Déchets en feu,Autres incendies,19,Montréal,Ville-Marie,18,45.5211316347198,-73.5636320510684,1.0,Other fires
84958,2009-10-18,Déchets en feu,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.667344486388,-73.502297274929,1.0,Other fires
84980,2009-10-18,Déchets en feu,Autres incendies,8,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6370474803781,-73.5049897108414,1.0,Other fires
84987,2009-10-18,10-22 avec feu,Incendies de bâtiments,8,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6335650999681,-73.4936253658254,6.0,Building fire
84991,2009-10-18,Feu de cheminée *,Autres incendies,67,Montréal,Verdun,15,45.4675849219666,-73.5360764391566,5.0,Other fires
84999,2009-10-18,Déchets en feu,Autres incendies,64,Montréal,Lachine,14,45.4436484477688,-73.6481947048538,3.0,Other fires
85010,2009-10-18,Feu de champ *,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.672606430744,-73.5214090148452,1.0,Other fires
85016,2009-10-18,Feu de champ *,Autres incendies,66,Montréal,Verdun,15,45.4449260694794,-73.5745272683092,1.0,Other fires
85058,2009-10-19,Feu de champ *,Autres incendies,13,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5473812667921,-73.5410323803592,1.0,Other fires
85130,2009-10-19,Feu de véhicule extérieur,Autres incendies,64,Montréal,Lachine,14,45.4436394492747,-73.6481946812941,1.0,Other fires
85160,2009-10-19,Acc. victime feu - bâtiment,Autres incendies,17,Montréal,Montréal-Nord,21,45.5872887652774,-73.6421515506715,2.0,Other fires
85204,2009-10-19,10-22 avec feu,Incendies de bâtiments,16,Montréal,Mont-Royal,22,45.5251755792644,-73.5855785032386,5.0,Building fire
85206,2009-10-19,Feu de véhicule extérieur,Autres incendies,73,Montréal,Saint-Laurent,13,45.5290603401532,-73.6687107203966,1.0,Other fires
85208,2009-10-19,Déchets en feu,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5667390462524,-73.6541548695258,1.0,Other fires
85225,2009-10-19,Déchets en feu,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6511297824785,-73.4995252813301,1.0,Other fires
85229,2009-10-19,Déchets en feu,Autres incendies,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4988253591602,-73.6272778215098,2.0,Other fires
85234,2009-10-19,Déchets en feu,Autres incendies,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4710676544198,-73.6404650617548,4.0,Other fires
85242,2009-10-19,Feu de véhicule extérieur,Autres incendies,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5692795400423,-73.5217156384376,1.0,Other fires
85252,2009-10-19,Déchets en feu,Autres incendies,41,Montréal,Villeray / St-Michel / Parc Extension,20,45.5290032825066,-73.6297271197686,1.0,Other fires
85280,2009-10-19,10-22 avec feu,Incendies de bâtiments,65,Montréal,LaSalle,14,45.4296555111779,-73.598367355375,5.0,Building fire
85287,2009-10-19,10-22 avec feu,Incendies de bâtiments,17,Montréal,Montréal-Nord,21,45.5978544696508,-73.6407682370753,5.0,Building fire
85313,2009-10-19,Feu de champ *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5576114265812,-73.6354672910078,1.0,Other fires
85327,2009-10-20,Déchets en feu,Autres incendies,20,Montréal,Ville-Marie,18,45.5057080407744,-73.5641905440247,6.0,Other fires
85331,2009-10-20,Déchets en feu,Autres incendies,42,Montréal,Ahuntsic / Cartierville,21,45.538947654513,-73.6979349961308,1.0,Other fires
85332,2009-10-20,Déchets en feu,Autres incendies,20,Montréal,Ville-Marie,18,45.5042781162424,-73.5627044861925,1.0,Other fires
85341,2009-10-20,10-22 avec feu,Incendies de bâtiments,42,Montréal,Ahuntsic / Cartierville,21,45.5447647150424,-73.7007343151028,8.0,Building fire
85344,2009-10-20,Déchets en feu,Autres incendies,50,Montréal,Rosemont / Petite-Patrie,22,45.5765531301753,-73.5772382111558,6.0,Other fires
85369,2009-10-20,Déchets en feu,Autres incendies,37,Montréal,Villeray / St-Michel / Parc Extension,20,45.5420857312892,-73.6226630071767,1.0,Other fires
85397,2009-10-20,10-22 avec feu,Incendies de bâtiments,61,Dollard-des-Ormeaux,Indéterminé,11,45.4974388736843,-73.7971833018744,4.0,Building fire
85418,2009-10-20,10-22 avec feu,Incendies de bâtiments,30,Montréal,Mont-Royal,22,45.524279991107,-73.591696199344,7.0,Building fire
85443,2009-10-20,Feu de champ *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5554216506427,-73.6304667389429,1.0,Other fires
85456,2009-10-20,Feu de véhicule extérieur,Autres incendies,72,Montréal,Saint-Laurent,13,45.4815935998392,-73.6968514382175,1.0,Other fires
85508,2009-10-20,Déchets en feu,Autres incendies,21,Montréal,Saint-Léonard,20,45.5922289112604,-73.5886154015164,1.0,Other fires
85526,2009-10-20,Feu de champ *,Autres incendies,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4710676544198,-73.6404650617548,1.0,Other fires
85538,2009-10-20,10-22 avec feu,Incendies de bâtiments,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4849168136334,-73.632504194272,6.0,Building fire
85546,2009-10-20,Feu de champ *,Autres incendies,67,Montréal,Verdun,15,45.4649590502526,-73.5545149663585,1.0,Other fires
85547,2009-10-20,Acc. victime feu ext.,Autres incendies,8,Montréal-Est,Indéterminé,25,45.6422527537764,-73.5331224329337,1.0,Other fires
85563,2009-10-20,Déchets en feu,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6712854104923,-73.4917728683078,1.0,Other fires
85574,2009-10-20,Feu de champ *,Autres incendies,65,Montréal,LaSalle,14,45.434813931772,-73.6534629657787,1.0,Other fires
85575,2009-10-20,Feu de champ *,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6997282860316,-73.4888280299382,1.0,Other fires
85582,2009-10-20,Feu / 5e Alerte,Incendies de bâtiments,5,Montréal,Ville-Marie,18,45.5093082885817,-73.5626076874437,56.0,Building fire
85600,2009-10-20,Feu de champ *,Autres incendies,57,Montréal,Pierrefonds / Roxboro,11,45.5004454933507,-73.7751772576748,1.0,Other fires
85603,2009-10-20,Déchets en feu,Autres incendies,49,Montréal,Ahuntsic / Cartierville,21,45.5400686870694,-73.6535953828145,1.0,Other fires
85606,2009-10-20,Déchets en feu,Autres incendies,25,Montréal,Ville-Marie,18,45.498775605289,-73.5703757309214,1.0,Other fires
85613,2009-10-20,Acc. sans vict. av. feu - ext.,Autres incendies,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4712892365368,-73.6011127307521,1.0,Other fires
85626,2009-10-20,Feu de véhicule extérieur,Autres incendies,77,Montréal-Ouest,Indéterminé,14,45.4513792571788,-73.6473583635425,1.0,Other fires
85648,2009-10-21,Déchets en feu,Autres incendies,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.6121020563254,-73.5235015023837,1.0,Other fires
85651,2009-10-21,Déchets en feu,Autres incendies,20,Montréal,Ville-Marie,18,45.5018649731142,-73.5654913980189,6.0,Other fires
85655,2009-10-21,Déchets en feu,Autres incendies,58,Montréal,Pierrefonds / Roxboro,11,45.5108280665115,-73.8108839699646,1.0,Other fires
85669,2009-10-21,Déchets en feu,Autres incendies,3,Montréal,Sud-Ouest,15,45.4891731952211,-73.5720908826435,1.0,Other fires
85671,2009-10-21,Feu / Agravation possible,Incendies de bâtiments,27,Montréal,Mercier / Hochelaga-Maisonneuve,17,45.4963752586098,-73.6295242296237,21.0,Building fire
85680,2009-10-21,Feu de bâtiment,Incendies de bâtiments,15,Montréal,Sud-Ouest,15,45.4817524370883,-73.5672205593142,14.0,Building fire
85786,2009-10-21,Déchets en feu,Autres incendies,66,Montréal,Verdun,15,45.4623013837862,-73.5757521669524,1.0,Other fires
85798,2009-10-21,Feu de champ *,Autres incendies,55,Pointe-Claire,Indéterminé,12,45.4499998614524,-73.8036587464036,1.0,Other fires
85805,2009-10-21,Déchets en feu,Autres incendies,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5955387914588,-73.5450024534346,5.0,Other fires
85839,2009-10-21,Feu de champ *,Autres incendies,64,Montréal,Lachine,14,45.4400938152606,-73.6738778569229,1.0,Other fires
85871,2009-10-21,Feu de véhicule extérieur,Autres incendies,30,Montréal,Mont-Royal,22,45.5116833391089,-73.5780837218353,1.0,Other fires
85881,2009-10-21,Feu de champ *,Autres incendies,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6539471119999,-73.5625120361244,1.0,Other fires
85887,2009-10-21,Feu de véhicule extérieur,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6557545289166,-73.4913773728493,1.0,Other fires
85890,2009-10-21,Déchets en feu,Autres incendies,57,Montréal,Pierrefonds / Roxboro,11,45.4763120481214,-73.8649514436794,1.0,Other fires
85914,2009-10-21,Déchets en feu,Autres incendies,78,Côte-Saint-Luc,Indéterminé,14,45.4681742986803,-73.6513026609848,1.0,Other fires
85922,2009-10-21,10-22 avec feu,Incendies de bâtiments,71,Montréal,Saint-Laurent,13,45.4976491689767,-73.7248395875924,5.0,Building fire
85942,2009-10-21,Déchets en feu,Autres incendies,10,Montréal,Ville-Marie,18,45.4916846865798,-73.5839157258681,1.0,Other fires
85960,2009-10-22,Déchets en feu,Autres incendies,65,Montréal,LaSalle,14,45.4335007058618,-73.6596197660174,4.0,Other fires
85972,2009-10-22,Déchets en feu,Autres incendies,45,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5570829202885,-73.5368381496448,5.0,Other fires
86006,2009-10-22,Déchets en feu,Autres incendies,28,Montréal,Anjou,25,45.6167575221029,-73.5624065886862,1.0,Other fires
86079,2009-10-22,10-22 avec feu,Incendies de bâtiments,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6401353301855,-73.576543033924,4.0,Building fire
86080,2009-10-22,10-22 avec feu,Incendies de bâtiments,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5790709829067,-73.5134416894942,7.0,Building fire
86104,2009-10-22,Feu / Agravation possible,Incendies de bâtiments,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4945595662293,-73.619437896419,17.0,Building fire
86122,2009-10-22,Feu de cheminée *,Autres incendies,28,Montréal,Anjou,25,45.5953922124421,-73.5511932017039,4.0,Other fires
86133,2009-10-22,Feu de cheminée *,Autres incendies,66,Montréal,Verdun,15,45.4577996639944,-73.5793902392231,4.0,Other fires
86137,2009-10-22,Déchets en feu,Autres incendies,10,Montréal,Ville-Marie,18,45.4965634246857,-73.5817350121352,1.0,Other fires
86157,2009-10-22,Fumée - puit d'accès,Autres incendies,16,Montréal,Mont-Royal,22,45.5274071399764,-73.585633095346,1.0,Other fires
86182,2009-10-22,10-22 avec feu,Incendies de bâtiments,47,Montréal,Rosemont / Petite-Patrie,22,45.543039939716,-73.5820712502672,9.0,Building fire
86193,2009-10-22,Déchets en feu,Autres incendies,30,Montréal,Mont-Royal,22,45.5208377199561,-73.5864167655014,1.0,Other fires
86197,2009-10-22,Déchets en feu,Autres incendies,30,Montréal,Mont-Royal,22,45.5219606330584,-73.5888762462858,1.0,Other fires
86224,2009-10-22,10-22 avec feu,Incendies de bâtiments,50,Montréal,Rosemont / Petite-Patrie,22,45.5592939624632,-73.5777909798603,6.0,Building fire
86228,2009-10-22,Feu de champ *,Autres incendies,20,Montréal,Ville-Marie,18,45.5123645346505,-73.550977088193,1.0,Other fires
86242,2009-10-23,Déchets en feu,Autres incendies,5,Montréal,Ville-Marie,18,45.5087311623555,-73.5648082766261,7.0,Other fires
86275,2009-10-23,Feu d'auto (voie rapide),Autres incendies,42,Montréal,Ahuntsic / Cartierville,21,45.5373762673913,-73.7062266956471,2.0,Other fires
86287,2009-10-23,Feu de champ *,Autres incendies,50,Montréal,Rosemont / Petite-Patrie,22,45.5572336236404,-73.5626993132658,1.0,Other fires
86303,2009-10-23,10-22 avec feu,Incendies de bâtiments,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.494357552927,-73.6313236409957,5.0,Building fire
86341,2009-10-23,Feu de véhicule extérieur,Autres incendies,25,Montréal,Ville-Marie,18,45.4975184222355,-73.5660237619036,1.0,Other fires
86361,2009-10-23,Acc. sans vict. av. feu - ext.,Autres incendies,26,Montréal,Mont-Royal,22,45.5411829392995,-73.5737707765608,1.0,Other fires
86455,2009-10-23,10-22 avec feu,Incendies de bâtiments,73,Montréal,Saint-Laurent,13,45.5236150731723,-73.6975483896813,5.0,Building fire
86468,2009-10-23,10-22 avec feu,Incendies de bâtiments,48,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5490348847929,-73.5464637456539,8.0,Building fire
86482,2009-10-23,Feu de champ *,Autres incendies,64,Montréal,Lachine,14,45.4362901929115,-73.6779306789753,1.0,Other fires
86490,2009-10-23,Feu de bâtiment,Incendies de bâtiments,16,Montréal,Mont-Royal,22,45.5129750472889,-73.5704958167641,16.0,Building fire
86492,2009-10-23,Déchets en feu,Autres incendies,33,Montréal,Sud-Ouest,15,45.4588352764601,-73.5904392723493,1.0,Other fires
86503,2009-10-23,Déchets en feu,Autres incendies,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5768756157362,-73.546755780487,1.0,Other fires
86515,2009-10-23,Feu de champ *,Autres incendies,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6554513320577,-73.5596651786121,1.0,Other fires
86523,2009-10-23,Déchets en feu,Autres incendies,49,Montréal,Ahuntsic / Cartierville,21,45.5357325555022,-73.6656961307206,1.0,Other fires
86524,2009-10-23,Déchets en feu,Autres incendies,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.5082264446367,-73.6210921086686,1.0,Other fires
86557,2009-10-23,10-22 avec feu,Incendies de bâtiments,22,Montréal,Saint-Léonard,20,45.5893816072243,-73.5679640891192,4.0,Building fire
86561,2009-10-24,10-22 avec feu,Incendies de bâtiments,5,Montréal,Ville-Marie,18,45.5053359666214,-73.5695520950333,6.0,Building fire
86586,2009-10-24,Feu de bâtiment,Incendies de bâtiments,55,Pointe-Claire,Indéterminé,12,45.4702954121096,-73.8055581909469,12.0,Building fire
86620,2009-10-24,Acc. sans vict. av. feu - ext.,Autres incendies,10,Montréal,Ville-Marie,18,45.4902306545655,-73.5786937563833,1.0,Other fires
86629,2009-10-24,Feu / 3e Alerte,Incendies de bâtiments,51,Ste-Anne-de-Bellevue,Indéterminé,11,45.4032720339215,-73.9503733427935,53.0,Building fire
86644,2009-10-24,10-22 avec feu,Incendies de bâtiments,48,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5512654221444,-73.5489886596085,7.0,Building fire
86707,2009-10-24,10-22 avec feu,Incendies de bâtiments,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5692426560948,-73.5259818796082,6.0,Building fire
86710,2009-10-24,10-22 avec feu,Incendies de bâtiments,51,Ste-Anne-de-Bellevue,Indéterminé,11,45.4045833747028,-73.9487103279534,5.0,Building fire
86737,2009-10-24,Déchets en feu,Autres incendies,75,Montréal,Outremont,17,45.5199586233926,-73.6140514580916,1.0,Other fires
86753,2009-10-24,Feu de véhicule extérieur,Autres incendies,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6341567632806,-73.5682618918278,1.0,Other fires
86779,2009-10-24,Feu de cheminée *,Autres incendies,64,Montréal,Lachine,14,45.4411845487504,-73.7150410631727,4.0,Other fires
86780,2009-10-24,Acc. sans vict. av. feu - ext.,Autres incendies,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.5105164673018,-73.6253332392919,1.0,Other fires
86784,2009-10-24,10-22 avec feu,Incendies de bâtiments,3,Montréal,Sud-Ouest,15,45.4865734282994,-73.5708338696118,7.0,Building fire
86786,2009-10-24,Feu de champ *,Autres incendies,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.510898357387,-73.6216737632197,1.0,Other fires
86797,2009-10-24,Feu de cheminée *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.561646904803,-73.6534748308529,5.0,Other fires
86822,2009-10-24,10-22 avec feu,Incendies de bâtiments,50,Montréal,Rosemont / Petite-Patrie,22,45.5607452544872,-73.5739372789961,6.0,Building fire
86831,2009-10-24,Feu de bâtiment,Incendies de bâtiments,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.5020677539676,-73.6606323729772,11.0,Building fire
86869,2009-10-25,Fumée - puit d'accès,Autres incendies,16,Montréal,Mont-Royal,22,45.521815485198,-73.5781745412058,1.0,Other fires
86882,2009-10-25,Feu de champ *,Autres incendies,64,Montréal,Lachine,14,45.4342882496958,-73.6969808690283,1.0,Other fires
86886,2009-10-25,10-22 avec feu,Incendies de bâtiments,61,Dollard-des-Ormeaux,Indéterminé,11,45.4680082577182,-73.8410726399054,4.0,Building fire
86989,2009-10-25,Feu de champ *,Autres incendies,20,Montréal,Ville-Marie,18,45.4965607268654,-73.5564391234044,1.0,Other fires
87027,2009-10-25,Feu de champ *,Autres incendies,18,Montréal,Montréal-Nord,21,45.6043677550224,-73.6266445389426,1.0,Other fires
87073,2009-10-25,Feu de champ *,Autres incendies,65,Montréal,LaSalle,14,45.4250735016525,-73.6564140619895,1.0,Other fires
87074,2009-10-25,10-22 avec feu,Incendies de bâtiments,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6418960542809,-73.5807915414606,9.0,Building fire
87075,2009-10-25,Déchets en feu,Autres incendies,67,Montréal,Verdun,15,45.4534893921882,-73.5467815679306,1.0,Other fires
87080,2009-10-25,Feu de champ *,Autres incendies,65,Montréal,LaSalle,14,45.4234540650716,-73.6561923544125,1.0,Other fires
87090,2009-10-25,Déchets en feu,Autres incendies,16,Montréal,Mont-Royal,22,45.5292522669403,-73.5850213753434,3.0,Other fires
87098,2009-10-25,Feu de champ *,Autres incendies,66,Montréal,Verdun,15,45.4526903948001,-73.5766342605633,1.0,Other fires
87120,2009-10-25,10-22 avec feu,Incendies de bâtiments,23,Montréal,Sud-Ouest,15,45.4768318501355,-73.5909413091641,7.0,Building fire
87135,2009-10-25,Feu de véhicule extérieur,Autres incendies,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5723739105746,-73.6309928512719,1.0,Other fires
87150,2009-10-26,Déchets en feu,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5572377334273,-73.6394243277284,1.0,Other fires
87160,2009-10-26,10-22 avec feu,Incendies de bâtiments,42,Montréal,Ahuntsic / Cartierville,21,45.5436909631906,-73.6972601289843,4.0,Building fire
87166,2009-10-26,Feu de bâtiment,Incendies de bâtiments,42,Montréal,Ahuntsic / Cartierville,21,45.5362457411887,-73.6887193804216,10.0,Building fire
87170,2009-10-26,Déchets en feu,Autres incendies,16,Montréal,Mont-Royal,22,45.5191127486463,-73.5692106609977,1.0,Other fires
87179,2009-10-26,Déchets en feu,Autres incendies,33,Montréal,Sud-Ouest,15,45.466536008291,-73.581090556161,4.0,Other fires
87201,2009-10-26,Déchets en feu,Autres incendies,18,Montréal,Montréal-Nord,21,45.6166080762193,-73.6241973740275,1.0,Other fires
87262,2009-10-26,Acc. sans vict. av. feu - ext.,Autres incendies,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4982867252402,-73.6485810776101,1.0,Other fires
87279,2009-10-26,Déchets en feu,Autres incendies,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5577905522858,-73.6015879813572,1.0,Other fires
87296,2009-10-26,10-22 avec feu,Incendies de bâtiments,57,Montréal,Pierrefonds / Roxboro,11,45.4773233977806,-73.8581533011431,3.0,Building fire
87351,2009-10-26,Déchets en feu,Autres incendies,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4942129822413,-73.6534578846274,1.0,Other fires
87364,2009-10-26,Déchets en feu,Autres incendies,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6620877572769,-73.5497140234256,1.0,Other fires
87378,2009-10-26,Feu de cheminée *,Autres incendies,73,Montréal,Saint-Laurent,13,45.5248557636746,-73.6875163563174,4.0,Other fires
87392,2009-10-26,Déchets en feu,Autres incendies,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.670599675592,-73.550517308877,3.0,Other fires
87404,2009-10-26,Feu de véhicule extérieur,Autres incendies,64,Montréal,Lachine,14,45.4481346494881,-73.6930787602349,1.0,Other fires
87412,2009-10-26,Déchets en feu,Autres incendies,78,Côte-Saint-Luc,Indéterminé,14,45.4681742986803,-73.6513026609848,1.0,Other fires
87441,2009-10-26,Déchets en feu,Autres incendies,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5761576330904,-73.6097061920015,4.0,Other fires
87451,2009-10-26,Feu de champ *,Autres incendies,56,Montréal,L'Ile-Bizard / Ste-Geneviève,11,45.4728375766822,-73.8924141273904,1.0,Other fires
87452,2009-10-26,Feu de véhicule extérieur,Autres incendies,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.6094669232959,-73.5155643687186,1.0,Other fires
87520,2009-10-27,Feu de champ *,Autres incendies,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4716711160394,-73.640006140459,1.0,Other fires
87527,2009-10-27,Déchets en feu,Autres incendies,10,Montréal,Ville-Marie,18,45.4983283399248,-73.5800101749066,1.0,Other fires
87570,2009-10-27,Déchets en feu,Autres incendies,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5576194472312,-73.6017413802723,1.0,Other fires
87580,2009-10-27,10-22 avec feu,Incendies de bâtiments,73,Montréal,Saint-Laurent,13,45.5151714660527,-73.6775135326697,6.0,Building fire
87585,2009-10-27,10-22 avec feu,Incendies de bâtiments,19,Montréal,Ville-Marie,18,45.5345430811402,-73.5563106564103,6.0,Building fire
87602,2009-10-27,Déchets en feu,Autres incendies,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,13,45.5132076142565,-73.6327497514017,1.0,Other fires
87656,2009-10-27,Acc. sans vict. av. feu - ext.,Autres incendies,79,Hampstead,Indéterminé,14,45.4795089043211,-73.6539040309366,1.0,Other fires
87713,2009-10-27,Déchets en feu,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6671192682094,-73.5080981824981,1.0,Other fires
87720,2009-10-27,Déchets en feu,Autres incendies,63,Dorval,Indéterminé,13,45.4476324904433,-73.7353282346403,1.0,Other fires
87721,2009-10-27,Feu de champ *,Autres incendies,18,Montréal,Montréal-Nord,21,45.6061537257486,-73.6308022305487,1.0,Other fires
87739,2009-10-27,Feu de champ *,Autres incendies,10,Montréal,Ville-Marie,18,45.4977010236949,-73.5996245492226,1.0,Other fires
87753,2009-10-28,Feu de champ *,Autres incendies,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.6070950520913,-73.5382041713771,1.0,Other fires
87766,2009-10-28,Déchets en feu,Autres incendies,66,Montréal,Verdun,15,45.4649428924479,-73.5678783389907,1.0,Other fires
87777,2009-10-28,Feu de bâtiment,Incendies de bâtiments,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5684837670274,-73.6170578106574,10.0,Building fire
87820,2009-10-28,Feu de champ *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5667390462524,-73.6541548695258,1.0,Other fires
87873,2009-10-28,10-22 avec feu,Incendies de bâtiments,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.5070357675648,-73.6318266239818,4.0,Building fire
87918,2009-10-28,Déchets en feu,Autres incendies,25,Montréal,Ville-Marie,18,45.5133901725166,-73.5821689309494,1.0,Other fires
87929,2009-10-28,Déchets en feu,Autres incendies,5,Montréal,Ville-Marie,18,45.504733813838,-73.5683228475515,1.0,Other fires
87947,2009-10-28,10-22 avec feu,Incendies de bâtiments,74,Mont-Royal,Indéterminé,13,45.513853248198,-73.6491595930099,3.0,Building fire
87967,2009-10-28,Feu de champ *,Autres incendies,75,Montréal,Outremont,17,45.5237580177828,-73.6119597299778,1.0,Other fires
87969,2009-10-28,Déchets en feu,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6671825356344,-73.5012448884107,1.0,Other fires
