INCIDENT_NBR,CREATION_DATE,INCIDENT_TYPE_DESC,DESCRIPTION_GROUPE,CASERNE,NOM_VILLE,NOM_ARROND,DIVISION,LATITUDE,LONGITUDE,NOMBRE_UNITES,DESC_GROUP_ENGLISH
42790,2021-06-02,Déchets en feu,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,4,45.558767,-73.619253,6.0,Other fires
42798,2021-06-02,Déchets en feu,AUTREFEU,32,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.697438,-73.491176,1.0,Other fires
42801,2021-06-02,Déchets en feu,AUTREFEU,41,Montréal,Villeray / St-Michel / Parc Extension,5,45.535399,-73.619946,1.0,Other fires
42824,2021-06-02,Feu de champ *,AUTREFEU,72,Montréal,Saint-Laurent,3,45.508424,-73.695901,1.0,Other fires
42893,2021-06-02,10-22 avec feu,INCENDIE,9,Montréal,Villeray / St-Michel / Parc Extension,4,45.560606,-73.606204,4.0,Building fire
42911,2021-06-02,Feu de champ *,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,4,45.599149,-73.543743,1.0,Other fires
42918,2021-06-02,Déchets en feu,AUTREFEU,13,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.541148,-73.539941,1.0,Other fires
42937,2021-06-02,Feu de champ *,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.600758,-73.510669,2.0,Other fires
42948,2021-06-02,Déchets en feu,AUTREFEU,21,Montréal,Saint-Léonard,4,45.592239,-73.588599,1.0,Other fires
42962,2021-06-02,Feu de véhicule extérieur,AUTREFEU,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.619432,-73.597629,6.0,Other fires
42972,2021-06-03,Feu de cuisinière,INCENDIE,66,Montréal,Verdun,2,45.470473,-73.570666,6.0,Building fire
42987,2021-06-03,Feu de véhicule extérieur,AUTREFEU,42,Montréal,Ahuntsic / Cartierville,3,45.538476,-73.700347,1.0,Other fires
42989,2021-06-03,Déchets en feu,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,5,45.534887,-73.597374,1.0,Other fires
42993,2021-06-03,Feu de véhicule extérieur,AUTREFEU,64,Montréal,Lachine,2,45.429469,-73.669599,1.0,Other fires
43012,2021-06-03,Déchets en feu,AUTREFEU,45,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.553986,-73.529542,1.0,Other fires
43037,2021-06-03,Feu / 2e Alerte,INCENDIE,8,Montréal-Est,Indéterminé,4,45.629644,-73.544794,41.0,Building fire
43042,2021-06-03,Feu de champ *,AUTREFEU,50,Montréal,Rosemont / Petite-Patrie,5,45.569123,-73.569245,1.0,Other fires
43182,2021-06-03,Feu de champ *,AUTREFEU,73,Montréal,Saint-Laurent,3,45.509353,-73.672206,1.0,Other fires
43232,2021-06-03,Déchets en feu,AUTREFEU,72,Montréal,Saint-Laurent,3,45.508486,-73.716521,1.0,Other fires
43241,2021-06-03,Feu de champ *,AUTREFEU,10,Montréal,Ville-Marie,3,45.505656,-73.592289,1.0,Other fires
43280,2021-06-04,Feu de bâtiment,INCENDIE,55,Pointe-Claire,Indéterminé,1,45.430857,-73.831781,20.0,Building fire
43294,2021-06-04,Feu de véhicule extérieur,AUTREFEU,65,Montréal,LaSalle,2,45.419237,-73.633833,1.0,Other fires
43358,2021-06-04,Feu de cuisinière,INCENDIE,64,Montréal,Lachine,2,45.445578,-73.644996,12.0,Building fire
43438,2021-06-04,Feu de véhicule extérieur,AUTREFEU,78,Côte-Saint-Luc,Indéterminé,2,45.464153,-73.674669,4.0,Other fires
43524,2021-06-04,Feu / 2e Alerte,INCENDIE,72,Montréal,Saint-Laurent,3,45.501644,-73.704997,32.0,Building fire
43595,2021-06-04,Feu de champ *,AUTREFEU,50,Montréal,Rosemont / Petite-Patrie,5,45.567806,-73.562098,1.0,Other fires
43599,2021-06-04,Déchets en feu,AUTREFEU,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.480196,-73.617826,1.0,Other fires
43600,2021-06-04,10-22 avec feu,INCENDIE,75,Montréal,Outremont,3,45.523759,-73.614558,3.0,Building fire
43627,2021-06-04,Feu de bâtiment,INCENDIE,29,Montréal,Rosemont / Petite-Patrie,5,45.55743,-73.563655,19.0,Building fire
43628,2021-06-04,Déchets en feu,AUTREFEU,55,Pointe-Claire,Indéterminé,1,45.472117,-73.790222,7.0,Other fires
43654,2021-06-04,Déchets en feu,AUTREFEU,42,Montréal,Ahuntsic / Cartierville,3,45.530722,-73.717813,1.0,Other fires
43659,2021-06-05,Feu de champ *,AUTREFEU,25,Montréal,Ville-Marie,6,45.505702,-73.59023,1.0,Other fires
43676,2021-06-05,10-22 avec feu,INCENDIE,23,Montréal,Sud-Ouest,2,45.486291,-73.576879,6.0,Building fire
43684,2021-06-05,Feu de champ *,AUTREFEU,26,Montréal,Mont-Royal,5,45.537829,-73.567559,1.0,Other fires
43692,2021-06-05,Feu de champ *,AUTREFEU,19,Montréal,Ville-Marie,6,45.520084,-73.537855,1.0,Other fires
43748,2021-06-05,Déchets en feu,AUTREFEU,71,Montréal,Saint-Laurent,1,45.498655,-73.760752,1.0,Other fires
43752,2021-06-05,Feu de champ *,AUTREFEU,67,Montréal,Verdun,2,45.462766,-73.548762,1.0,Other fires
43759,2021-06-05,Feu de véhicule extérieur,AUTREFEU,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.667052,-73.505555,1.0,Other fires
43760,2021-06-05,Déchets en feu,AUTREFEU,64,Montréal,Lachine,2,45.441577,-73.692503,5.0,Other fires
43776,2021-06-05,Feu de champ *,AUTREFEU,66,Montréal,Verdun,2,45.453596,-73.566923,1.0,Other fires
43781,2021-06-05,Feu de champ *,AUTREFEU,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.507595,-73.637973,4.0,Other fires
43855,2021-06-05,Feu de champ *,AUTREFEU,30,Montréal,Mont-Royal,5,45.529055,-73.597559,1.0,Other fires
43866,2021-06-05,Feu de véhicule extérieur,AUTREFEU,18,Montréal,Montréal-Nord,4,45.603984,-73.61837,1.0,Other fires
43873,2021-06-05,Déchets en feu,AUTREFEU,42,Montréal,Ahuntsic / Cartierville,3,45.528898,-73.725004,1.0,Other fires
43874,2021-06-05,Déchets en feu,AUTREFEU,20,Montréal,Ville-Marie,6,45.502681,-73.559321,1.0,Other fires
43935,2021-06-05,Feu / 5e Alerte,INCENDIE,61,Dollard-des-Ormeaux,Indéterminé,1,45.485618,-73.790999,127.0,Building fire
43958,2021-06-05,Feu de champ *,AUTREFEU,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.63532,-73.50557,1.0,Other fires
44031,2021-06-06,Feu de cuisinière,INCENDIE,72,Montréal,Saint-Laurent,3,45.498567,-73.685126,3.0,Building fire
44061,2021-06-06,Déchets en feu,AUTREFEU,76,Westmount,Indéterminé,3,45.486556,-73.58995,1.0,Other fires
44120,2021-06-06,10-22 avec feu,INCENDIE,45,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.557108,-73.529092,12.0,Building fire
44126,2021-06-06,Feu de bâtiment,INCENDIE,9,Montréal,Villeray / St-Michel / Parc Extension,4,45.560991,-73.612082,17.0,Building fire
44129,2021-06-06,Feu de champ *,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,5,45.536508,-73.602716,1.0,Other fires
44138,2021-06-06,Déchets en feu,AUTREFEU,48,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.553071,-73.554615,6.0,Other fires
44199,2021-06-06,Déchets en feu,AUTREFEU,65,Montréal,LaSalle,2,45.415985,-73.632487,1.0,Other fires
44209,2021-06-06,10-22 avec feu,INCENDIE,67,Montréal,Verdun,2,45.468149,-73.541498,4.0,Building fire
44225,2021-06-06,Déchets en feu,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,4,45.561311,-73.596114,1.0,Other fires
44249,2021-06-06,Déchets en feu,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,5,45.536315,-73.602895,4.0,Other fires
44260,2021-06-06,Déchets en feu,AUTREFEU,5,Montréal,Ville-Marie,6,45.503172,-73.569795,1.0,Other fires
44281,2021-06-06,Feu de champ *,AUTREFEU,23,Montréal,Sud-Ouest,2,45.477616,-73.577759,1.0,Other fires
44285,2021-06-06,Feu de champ *,AUTREFEU,15,Montréal,Sud-Ouest,2,45.488184,-73.558514,1.0,Other fires
44311,2021-06-06,Déchets en feu,AUTREFEU,30,Montréal,Mont-Royal,5,45.51747,-73.582181,1.0,Other fires
44323,2021-06-07,Feu de champ *,AUTREFEU,50,Montréal,Rosemont / Petite-Patrie,5,45.565606,-73.586764,2.0,Other fires
44349,2021-06-07,Déchets en feu,AUTREFEU,20,Montréal,Ville-Marie,6,45.513029,-73.55615,1.0,Other fires
44350,2021-06-07,10-22 avec feu,INCENDIE,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.488831,-73.625244,11.0,Building fire
44365,2021-06-07,Feu de bâtiment,INCENDIE,33,Montréal,Sud-Ouest,2,45.453988,-73.584391,19.0,Building fire
44367,2021-06-07,Déchets en feu,AUTREFEU,5,Montréal,Ville-Marie,6,45.503769,-73.569207,1.0,Other fires
44387,2021-06-07,10-22 avec feu,INCENDIE,21,Montréal,Saint-Léonard,4,45.597074,-73.593451,3.0,Building fire
44393,2021-06-07,Déchets en feu,AUTREFEU,45,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.55852,-73.533427,1.0,Other fires
44399,2021-06-07,Feu de champ *,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,5,45.548762,-73.599936,1.0,Other fires
44412,2021-06-07,Déchets en feu,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,5,45.543158,-73.596648,1.0,Other fires
44478,2021-06-07,Feu de champ *,AUTREFEU,20,Montréal,Ville-Marie,2,45.491225,-73.551594,1.0,Other fires
44490,2021-06-07,Déchets en feu,AUTREFEU,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.510701,-73.61929,1.0,Other fires
44503,2021-06-07,10-22 avec feu,INCENDIE,37,Montréal,Villeray / St-Michel / Parc Extension,3,45.554769,-73.618795,6.0,Building fire
44511,2021-06-07,Déchets en feu,AUTREFEU,49,Montréal,Ahuntsic / Cartierville,3,45.539411,-73.658321,1.0,Other fires
44516,2021-06-07,Feu de champ *,AUTREFEU,78,Côte-Saint-Luc,Indéterminé,2,45.470108,-73.666342,1.0,Other fires
44517,2021-06-07,Feu de champ *,AUTREFEU,49,Montréal,Ahuntsic / Cartierville,3,45.532277,-73.653622,1.0,Other fires
44565,2021-06-07,Feu de champ *,AUTREFEU,22,Montréal,Saint-Léonard,4,45.574082,-73.589725,1.0,Other fires
44584,2021-06-07,Feu de véhicule extérieur,AUTREFEU,8,Montréal-Est,Indéterminé,5,45.617531,-73.523029,1.0,Other fires
44603,2021-06-07,10-22 avec feu,INCENDIE,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.64277,-73.507701,5.0,Building fire
44616,2021-06-07,Feu de champ *,AUTREFEU,45,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.55852,-73.533427,1.0,Other fires
44618,2021-06-07,Feu de champ *,AUTREFEU,41,Montréal,Villeray / St-Michel / Parc Extension,5,45.534204,-73.641219,1.0,Other fires
44622,2021-06-07,Feu de véhicule extérieur,AUTREFEU,73,Montréal,Saint-Laurent,3,45.519079,-73.655949,2.0,Other fires
44641,2021-06-07,Feu de champ *,AUTREFEU,23,Montréal,Sud-Ouest,2,45.484722,-73.574951,1.0,Other fires
44643,2021-06-07,10-22 avec feu,INCENDIE,31,Montréal,Rosemont / Petite-Patrie,5,45.531725,-73.596388,6.0,Building fire
44667,2021-06-07,Déchets en feu,AUTREFEU,19,Montréal,Ville-Marie,6,45.519446,-73.55583,3.0,Other fires
44674,2021-06-07,Déchets en feu,AUTREFEU,75,Montréal,Outremont,3,45.518763,-73.609912,1.0,Other fires
44681,2021-06-07,Feu de champ *,AUTREFEU,23,Montréal,Sud-Ouest,2,45.475748,-73.590675,4.0,Other fires
44687,2021-06-07,Feu de champ *,AUTREFEU,39,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.582121,-73.538809,1.0,Other fires
44713,2021-06-07,Déchets en feu,AUTREFEU,59,Montréal,Pierrefonds / Roxboro,1,45.465459,-73.890519,1.0,Other fires
44714,2021-06-07,Feu de champ *,AUTREFEU,39,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.569182,-73.546877,1.0,Other fires
44720,2021-06-07,Feu de champ *,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.608402,-73.532693,1.0,Other fires
44724,2021-06-07,Déchets en feu,AUTREFEU,29,Montréal,Rosemont / Petite-Patrie,5,45.546636,-73.55831,1.0,Other fires
44730,2021-06-07,Déchets en feu,AUTREFEU,25,Montréal,Ville-Marie,2,45.494767,-73.568526,1.0,Other fires
44731,2021-06-07,Feu de bâtiment,INCENDIE,25,Montréal,Ville-Marie,6,45.498115,-73.573194,23.0,Building fire
44734,2021-06-08,Feu de champ *,AUTREFEU,66,Montréal,Verdun,2,45.462801,-73.562542,1.0,Other fires
44736,2021-06-08,Feu de champ *,AUTREFEU,30,Montréal,Mont-Royal,5,45.52704,-73.602436,1.0,Other fires
44738,2021-06-08,Déchets en feu,AUTREFEU,25,Montréal,Ville-Marie,6,45.499092,-73.57522,1.0,Other fires
44751,2021-06-08,Déchets en feu,AUTREFEU,31,Montréal,Rosemont / Petite-Patrie,5,45.53395,-73.614672,3.0,Other fires
44771,2021-06-08,Feu de champ *,AUTREFEU,29,Montréal,Rosemont / Petite-Patrie,5,45.541886,-73.579569,1.0,Other fires
44778,2021-06-08,10-22 avec feu,INCENDIE,23,Montréal,Sud-Ouest,2,45.475681,-73.585407,3.0,Building fire
44853,2021-06-08,Feu de champ *,AUTREFEU,67,Montréal,Verdun,2,45.456403,-73.54948,1.0,Other fires
44895,2021-06-08,Feu de cuisinière,INCENDIE,39,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.578239,-73.55083,6.0,Building fire
44907,2021-06-08,Déchets en feu,AUTREFEU,72,Montréal,Saint-Laurent,3,45.495646,-73.706255,1.0,Other fires
44917,2021-06-08,Feu de champ *,AUTREFEU,37,Montréal,Villeray / St-Michel / Parc Extension,3,45.543733,-73.628524,1.0,Other fires
44950,2021-06-08,Déchets en feu,AUTREFEU,5,Montréal,Ville-Marie,6,45.515906,-73.565255,1.0,Other fires
44976,2021-06-08,10-22 avec feu,INCENDIE,65,Montréal,LaSalle,2,45.42717,-73.598822,5.0,Building fire
45003,2021-06-08,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.586971,-73.510545,1.0,Other fires
45034,2021-06-08,Feu de cuisinière,INCENDIE,30,Montréal,Mont-Royal,6,45.509179,-73.573964,14.0,Building fire
45055,2021-06-08,10-22 avec feu,INCENDIE,23,Montréal,Sud-Ouest,2,45.479285,-73.576968,8.0,Building fire
45079,2021-06-09,10-22 avec feu,INCENDIE,18,Montréal,Montréal-Nord,4,45.60203,-73.621136,6.0,Building fire
45108,2021-06-09,Feu de champ *,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,5,45.556952,-73.587031,2.0,Other fires
45148,2021-06-09,10-22 avec feu,INCENDIE,47,Montréal,Rosemont / Petite-Patrie,5,45.557119,-73.593153,11.0,Building fire
45230,2021-06-09,Feu de champ *,AUTREFEU,16,Montréal,Mont-Royal,6,45.528756,-73.565673,1.0,Other fires
45245,2021-06-09,Feu / 3e Alerte,INCENDIE,16,Montréal,Mont-Royal,6,45.527027,-73.580125,61.0,Building fire
45250,2021-06-09,Déchets en feu,AUTREFEU,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.689481,-73.525025,1.0,Other fires
45282,2021-06-09,Déchets en feu,AUTREFEU,73,Montréal,Saint-Laurent,3,45.512845,-73.684624,2.0,Other fires
45283,2021-06-09,Feu de champ *,AUTREFEU,28,Montréal,Anjou,4,45.597531,-73.55251,1.0,Other fires
45292,2021-06-09,Déchets en feu,AUTREFEU,37,Montréal,Villeray / St-Michel / Parc Extension,3,45.551753,-73.623041,3.0,Other fires
45332,2021-06-09,Feu de bâtiment,INCENDIE,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.47221,-73.615079,21.0,Building fire
45351,2021-06-09,Feu de champ *,AUTREFEU,21,Montréal,Saint-Léonard,4,45.579663,-73.59431,1.0,Other fires
45360,2021-06-09,Déchets en feu,AUTREFEU,48,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.55457,-73.546219,5.0,Other fires
45361,2021-06-09,Feu de champ *,AUTREFEU,28,Montréal,Anjou,4,45.598761,-73.553295,1.0,Other fires
45364,2021-06-09,Feu de véhicule extérieur,AUTREFEU,43,Montréal,Ahuntsic / Cartierville,4,45.574287,-73.637848,1.0,Other fires
45368,2021-06-09,Fumée - puit d'accès,AUTREFEU,30,Montréal,Mont-Royal,5,45.52945,-73.595086,3.0,Other fires
45390,2021-06-09,Feu de cuisinière,INCENDIE,28,Montréal,Anjou,4,45.60138,-73.575921,3.0,Building fire
45397,2021-06-09,Déchets en feu,AUTREFEU,16,Montréal,Mont-Royal,6,45.527694,-73.574569,1.0,Other fires
45411,2021-06-10,Feu de champ *,AUTREFEU,30,Montréal,Mont-Royal,5,45.527617,-73.597353,2.0,Other fires
45417,2021-06-10,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.59579,-73.523284,1.0,Other fires
45422,2021-06-10,Déchets en feu,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,4,45.559585,-73.592852,1.0,Other fires
45423,2021-06-10,Feu de champ *,AUTREFEU,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.67052,-73.550897,1.0,Other fires
45427,2021-06-10,10-22 avec feu,INCENDIE,72,Montréal,Saint-Laurent,3,45.512588,-73.717571,3.0,Building fire
45434,2021-06-10,Déchets en feu,AUTREFEU,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.497204,-73.623067,1.0,Other fires
45449,2021-06-10,Feu / 2e Alerte,INCENDIE,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.47221,-73.615079,43.0,Building fire
45452,2021-06-10,Feu de champ *,AUTREFEU,17,Montréal,Montréal-Nord,4,45.579912,-73.633236,1.0,Other fires
45457,2021-06-10,Feu de champ *,AUTREFEU,43,Montréal,Ahuntsic / Cartierville,4,45.575673,-73.636688,1.0,Other fires
45468,2021-06-10,Déchets en feu,AUTREFEU,5,Montréal,Ville-Marie,6,45.515318,-73.5611,1.0,Other fires
45471,2021-06-10,Déchets en feu,AUTREFEU,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.496836,-73.623399,1.0,Other fires
45477,2021-06-10,Feu de champ *,AUTREFEU,67,Montréal,Verdun,2,45.469983,-73.542186,1.0,Other fires
45480,2021-06-10,Feu de champ *,AUTREFEU,67,Montréal,Verdun,2,45.469983,-73.542186,1.0,Other fires
45501,2021-06-10,10-22 avec feu,INCENDIE,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.626645,-73.605241,3.0,Building fire
45524,2021-06-10,Feu de champ *,AUTREFEU,25,Montréal,Ville-Marie,5,45.510035,-73.592169,1.0,Other fires
45527,2021-06-10,Feu de champ *,AUTREFEU,73,Montréal,Saint-Laurent,3,45.513839,-73.683148,1.0,Other fires
45536,2021-06-10,10-22 avec feu,INCENDIE,30,Montréal,Mont-Royal,5,45.520713,-73.598802,7.0,Building fire
45552,2021-06-10,Feu de champ *,AUTREFEU,62,Dorval,Indéterminé,1,45.480021,-73.792481,1.0,Other fires
45571,2021-06-10,Fumée - puit d'accès,AUTREFEU,43,Montréal,Ahuntsic / Cartierville,4,45.577674,-73.640531,1.0,Other fires
45578,2021-06-10,10-22 avec feu,INCENDIE,66,Montréal,Verdun,2,45.470376,-73.568506,10.0,Building fire
45584,2021-06-10,Feu de champ *,AUTREFEU,75,Montréal,Outremont,5,45.515388,-73.592125,1.0,Other fires
45594,2021-06-10,Feu de bâtiment,INCENDIE,39,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.582268,-73.558529,19.0,Building fire
45609,2021-06-10,10-22 avec feu,INCENDIE,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,3,45.499589,-73.633006,10.0,Building fire
45631,2021-06-10,10-22 avec feu,INCENDIE,42,Montréal,Ahuntsic / Cartierville,3,45.533943,-73.68014,6.0,Building fire
45639,2021-06-10,10-22 avec feu,INCENDIE,28,Montréal,Anjou,4,45.60713,-73.543052,7.0,Building fire
45640,2021-06-10,Déchets en feu,AUTREFEU,21,Montréal,Saint-Léonard,4,45.588319,-73.598806,1.0,Other fires
45641,2021-06-10,Feu de bâtiment,INCENDIE,19,Montréal,Ville-Marie,6,45.531655,-73.555757,18.0,Building fire
45643,2021-06-10,Feu de champ *,AUTREFEU,42,Montréal,Ahuntsic / Cartierville,3,45.541104,-73.685357,1.0,Other fires
45659,2021-06-10,Feu de champ *,AUTREFEU,51,Ste-Anne-de-Bellevue,Indéterminé,1,45.408268,-73.945574,1.0,Other fires
45669,2021-06-10,Feu de champ *,AUTREFEU,19,Montréal,Ville-Marie,6,45.52178,-73.549585,1.0,Other fires
45671,2021-06-10,Feu de bâtiment,INCENDIE,25,Montréal,Ville-Marie,2,45.494917,-73.568833,20.0,Building fire
45684,2021-06-10,Feu de champ *,AUTREFEU,59,Montréal,Pierrefonds / Roxboro,1,45.469829,-73.883785,1.0,Other fires
45685,2021-06-10,Déchets en feu,AUTREFEU,22,Montréal,Saint-Léonard,4,45.583072,-73.580671,1.0,Other fires
45692,2021-06-10,Feu de véhicule extérieur,AUTREFEU,66,Montréal,Verdun,2,45.471759,-73.569365,1.0,Other fires
45698,2021-06-10,Déchets en feu,AUTREFEU,21,Montréal,Saint-Léonard,4,45.585953,-73.622035,1.0,Other fires
45711,2021-06-10,Feu de champ *,AUTREFEU,17,Montréal,Montréal-Nord,4,45.583202,-73.652361,1.0,Other fires
45716,2021-06-10,Feu de champ *,AUTREFEU,41,Montréal,Villeray / St-Michel / Parc Extension,5,45.532127,-73.623165,1.0,Other fires
45729,2021-06-10,Feu de champ *,AUTREFEU,29,Montréal,Rosemont / Petite-Patrie,5,45.541886,-73.579569,1.0,Other fires
45732,2021-06-10,Feu de champ *,AUTREFEU,35,Montréal,Ahuntsic / Cartierville,3,45.555242,-73.668313,1.0,Other fires
45737,2021-06-10,Déchets en feu,AUTREFEU,59,Montréal,Pierrefonds / Roxboro,1,45.453035,-73.886669,7.0,Other fires
45748,2021-06-11,Feu de bâtiment,INCENDIE,26,Montréal,Mont-Royal,5,45.534241,-73.58178,61.0,Building fire
45752,2021-06-11,Déchets en feu,AUTREFEU,55,Pointe-Claire,Indéterminé,1,45.471833,-73.790939,1.0,Other fires
45761,2021-06-11,Déchets en feu,AUTREFEU,73,Montréal,Saint-Laurent,3,45.512399,-73.685193,1.0,Other fires
45766,2021-06-11,Déchets en feu,AUTREFEU,21,Montréal,Saint-Léonard,4,45.596376,-73.611259,1.0,Other fires
45774,2021-06-11,Feu de véhicule extérieur,AUTREFEU,64,Montréal,Lachine,2,45.437545,-73.661125,1.0,Other fires
45777,2021-06-11,Déchets en feu,AUTREFEU,65,Montréal,LaSalle,2,45.444203,-73.614325,1.0,Other fires
45787,2021-06-11,Feu de champ *,AUTREFEU,20,Montréal,Ville-Marie,6,45.511996,-73.549541,3.0,Other fires
45798,2021-06-11,Feu de champ *,AUTREFEU,55,Pointe-Claire,Indéterminé,1,45.460693,-73.818966,1.0,Other fires
45836,2021-06-11,Feu de champ *,AUTREFEU,19,Montréal,Ville-Marie,6,45.534802,-73.55552,1.0,Other fires
45866,2021-06-11,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,2,45.431063,-73.616372,1.0,Other fires
45873,2021-06-11,Feu de véhicule extérieur,AUTREFEU,72,Montréal,Saint-Laurent,3,45.495155,-73.682965,1.0,Other fires
45899,2021-06-11,Feu de champ *,AUTREFEU,19,Montréal,Ville-Marie,6,45.522297,-73.559925,1.0,Other fires
45900,2021-06-11,Déchets en feu,AUTREFEU,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,2,45.468648,-73.633437,6.0,Other fires
45906,2021-06-11,10-22 avec feu,INCENDIE,66,Montréal,Verdun,2,45.4514,-73.572387,12.0,Building fire
45908,2021-06-11,10-22 avec feu,INCENDIE,37,Montréal,Villeray / St-Michel / Parc Extension,5,45.547507,-73.602455,6.0,Building fire
45917,2021-06-11,Feu de champ *,AUTREFEU,37,Montréal,Villeray / St-Michel / Parc Extension,3,45.538953,-73.631243,1.0,Other fires
45926,2021-06-11,Feu de champ *,AUTREFEU,45,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.561843,-73.546332,1.0,Other fires
45932,2021-06-11,Déchets en feu,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,4,45.569779,-73.629149,1.0,Other fires
45937,2021-06-11,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,2,45.43339,-73.628869,1.0,Other fires
45941,2021-06-11,Feu de champ *,AUTREFEU,33,Montréal,Sud-Ouest,2,45.462979,-73.593963,1.0,Other fires
45956,2021-06-11,Feu de bâtiment,INCENDIE,23,Montréal,Sud-Ouest,2,45.474475,-73.584479,39.0,Building fire
45962,2021-06-11,Feu de champ *,AUTREFEU,76,Westmount,Indéterminé,3,45.47587,-73.602221,1.0,Other fires
45975,2021-06-11,Feu de champ *,AUTREFEU,39,Montréal,Mercier / Hochelaga-Maisonneuve,5,45.579957,-73.516129,1.0,Other fires
45984,2021-06-11,Feu de champ *,AUTREFEU,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.655889,-73.573294,1.0,Other fires
45992,2021-06-11,Déchets en feu,AUTREFEU,75,Montréal,Outremont,3,45.519953,-73.614026,1.0,Other fires
46011,2021-06-11,Déchets en feu,AUTREFEU,29,Montréal,Rosemont / Petite-Patrie,5,45.545883,-73.576237,1.0,Other fires
46018,2021-06-11,10-22 avec feu,INCENDIE,78,Côte-Saint-Luc,Indéterminé,2,45.456651,-73.670772,4.0,Building fire
46023,2021-06-11,Feu de champ *,AUTREFEU,64,Montréal,Lachine,2,45.43421,-73.685881,1.0,Other fires
46032,2021-06-11,Déchets en feu,AUTREFEU,25,Montréal,Ville-Marie,2,45.497522,-73.566026,1.0,Other fires
46036,2021-06-11,Déchets en feu,AUTREFEU,10,Montréal,Ville-Marie,6,45.491347,-73.576173,1.0,Other fires
46048,2021-06-11,Feu de champ *,AUTREFEU,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,4,45.684002,-73.49996,1.0,Other fires
46079,2021-06-11,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,2,45.422514,-73.601384,1.0,Other fires
46083,2021-06-11,Déchets en feu,AUTREFEU,65,Montréal,LaSalle,2,45.420188,-73.604026,2.0,Other fires
46102,2021-06-12,Feu de champ *,AUTREFEU,23,Montréal,Sud-Ouest,2,45.477657,-73.584547,2.0,Other fires
46124,2021-06-12,Feu de champ *,AUTREFEU,75,Montréal,Outremont,3,45.511744,-73.607219,1.0,Other fires
46128,2021-06-12,Déchets en feu,AUTREFEU,30,Montréal,Mont-Royal,5,45.517531,-73.588662,1.0,Other fires
46130,2021-06-12,Déchets en feu,AUTREFEU,65,Montréal,LaSalle,2,45.430666,-73.654429,5.0,Other fires
46158,2021-06-12,Déchets en feu,AUTREFEU,21,Montréal,Saint-Léonard,4,45.581588,-73.604985,8.0,Other fires
