CASERNE,year,month,temperature_max,temperature_min,temperature_mean,precipitation_sum,wind_speed_max,wind_gusts_max,total_buildings,avg_floors,avg_units_per_building,median_construction_year,total_building_area,total_land_area,Commercial,Industrial,Infrastructure,Other,Public_Services,Recreational,Residential,Vacant_Unused,crime_count,méfait_count,introduction_count,vols_qualifiés_count,hydrant_count,population,area_square_km,lag1_incident_count,incident_count,risk_level
3,2005,2,3.6,-23.0,-8.4,52.2,26.3,56.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,0.0,1,Low
3,2005,3,13.4,-19.9,-5.1,41.5,30.600000000000005,69.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,1.0,3,Low
3,2005,4,20.1,-4.5,5.400000000000001,159.4,27.5,70.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,3.0,3,Low
3,2005,5,23.1,-1.2,9.6,65.7,27.8,58.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,3.0,1,Low
3,2005,6,30.5,8.8,19.6,124.5,25.2,54.4,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,1.0,2,Low
3,2005,7,30.9,11.5,20.9,106.9,20.9,52.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,2.0,1,Low
3,2005,8,29.2,10.7,20.2,113.5,23.6,63.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,1.0,2,Low
3,2005,9,28.0,5.5,16.2,142.6,37.9,88.2,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,2.0,3,Low
3,2005,10,24.4,-3.1,8.9,115.0,29.8,64.1,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,3.0,1,Low
3,2005,12,2.4,-23.2,-7.1,70.0,27.2,57.2,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,72464.0,15.7,1.0,1,Low
3,2006,1,5.2,-20.8,-6.6,133.4,35.0,70.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,1.0,4,Low
3,2006,3,18.8,-19.5,-2.8,37.4,33.3,66.2,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,4.0,1,Low
3,2006,4,20.8,-7.7,5.6,112.8,30.9,62.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,1.0,4,Low
3,2006,5,28.5,0.0,12.2,143.6,26.2,57.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,4.0,2,Low
3,2006,6,29.6,9.7,17.7,143.3,26.5,64.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,2.0,2,Low
3,2006,7,30.9,11.6,21.2,68.2,29.5,67.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,2.0,1,Low
3,2006,10,19.2,-2.0,6.8,142.5,38.0,91.1,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,1.0,1,Low
3,2006,11,14.8,-4.8,3.1,92.9,27.1,73.1,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,1.0,2,Low
3,2006,12,7.0,-19.4,-2.9,84.1,33.9,70.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71442.0,15.7,2.0,1,Low
3,2007,1,7.4,-27.5,-9.0,62.900000000000006,27.1,57.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,1.0,1,Low
3,2007,2,-1.1,-24.9,-12.7,25.5,29.6,61.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,1.0,1,Low
3,2007,3,13.0,-28.3,-4.6,67.0,31.8,66.2,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,1.0,2,Low
3,2007,4,23.6,-10.1,3.5,158.5,38.7,81.4,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,2.0,2,Low
3,2007,6,30.4,5.7,18.2,73.8,25.2,55.4,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,2.0,7,Medium
3,2007,7,27.8,9.9,18.7,114.4,21.8,54.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,7.0,8,High
3,2007,9,30.5,5.3,15.8,58.9,26.1,64.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,8.0,2,Low
3,2007,10,23.2,-1.5,10.3,105.5,30.0,61.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,2.0,5,Medium
3,2007,11,12.8,-12.6,-0.1,84.3,25.9,64.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,5.0,4,Low
3,2007,12,6.4,-22.0,-8.2,124.0,31.7,78.5,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70028.0,15.7,4.0,1,Low
3,2008,3,5.1,-17.8,-5.7,132.3,41.4,95.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,1.0,1,Low
3,2008,4,21.7,-7.4,5.6,76.9,34.2,72.4,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,1.0,1,Low
3,2008,5,22.600000000000005,-1.7,10.800000000000002,66.0,23.399999999999995,52.20000000000001,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,1.0,3,Low
3,2008,6,28.2,9.4,17.8,146.9,22.7,55.1,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,3.0,4,Low
3,2008,7,30.3,11.2,19.6,172.7,21.3,55.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,4.0,4,Low
3,2008,8,27.0,10.1,18.0,75.9,23.4,60.1,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,4.0,1,Low
3,2008,9,29.8,3.7,15.3,55.1,31.9,84.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,1.0,1,Low
3,2008,11,15.5,-8.5,1.1,88.80000000000001,28.9,59.4,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,1.0,5,Medium
3,2008,12,7.6,-23.1,-8.5,135.2,39.3,86.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73015.0,15.7,5.0,2,Low
3,2009,1,-1.5,-33.9,-15.3,53.3,28.9,58.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,2.0,2,Low
3,2009,3,13.0,-22.1,-3.1,45.7,36.7,75.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,76526.0,16.5,2.0,1,Low
3,2009,4,25.9,-5.3,5.7,72.7,29.8,61.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,1.0,1,Low
3,2009,5,25.7,2.6,10.9,146.5,32.7,79.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,1.0,3,Low
3,2009,6,28.5,4.2,16.0,91.90000000000002,23.8,49.70000000000001,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,3.0,3,Low
3,2009,7,26.6,10.3,17.8,128.9,24.3,53.3,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,3.0,2,Low
3,2009,8,29.3,9.1,19.2,89.89999999999999,25.5,64.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,2.0,4,Low
3,2009,9,23.3,4.0,14.0,64.5,23.7,49.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,4.0,5,Medium
3,2009,10,14.4,-3.0,5.7,92.3,32.3,68.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,5.0,6,Medium
3,2009,11,15.800000000000002,-6.400000000000001,2.7999999999999994,47.0,26.2,56.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,6.0,3,Low
3,2009,12,5.3,-23.1,-7.4,93.0,32.1,65.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,69671.0,15.7,3.0,1,Low
3,2010,4,23.3,-1.3,7.1,83.5,27.4,61.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70876.0,15.7,1.0,2,Low
3,2010,5,32.2,-0.6,14.2,25.3,32.2,74.2,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70876.0,15.7,2.0,7,Medium
3,2010,6,27.0,8.5,16.9,113.8,25.8,60.5,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70876.0,15.7,7.0,5,Medium
3,2010,8,29.7,10.7,19.1,110.9,23.3,52.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70876.0,15.7,5.0,1,Low
3,2010,10,16.9,-1.0,7.4,120.7,30.0,60.5,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,70876.0,15.7,1.0,2,Low
3,2011,2,7.0,-20.1,-9.4,78.4,27.399999999999995,56.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,2.0,3,Low
3,2011,3,8.6,-22.7,-4.0,113.1,32.8,69.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,3.0,2,Low
3,2011,4,21.0,-6.2,4.3,167.8,38.2,82.4,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,2.0,5,Medium
3,2011,5,25.600000000000005,2.0,11.9,169.0,25.0,54.70000000000001,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,5.0,3,Low
3,2011,6,29.8,8.0,17.5,98.2,33.6,68.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,3.0,2,Low
3,2011,7,32.2,13.3,21.5,57.3,30.8,58.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,2.0,1,Low
3,2011,8,28.6,11.2,19.3,167.9,37.5,81.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,1.0,7,Medium
3,2011,9,27.2,5.4,15.9,132.0,22.9,66.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,7.0,2,Low
3,2011,10,21.9,-3.5,8.8,97.7,30.4,69.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,2.0,2,Low
3,2011,11,15.6,-8.5,3.9,54.3,25.5,62.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,2.0,4,Low
3,2011,12,7.7,-24.899999999999995,-4.2,98.5,24.600000000000005,60.1,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,71412.0,15.7,4.0,3,Low
3,2012,1,3.2999999999999994,-28.600000000000005,-9.6,90.8,39.2,81.4,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,3.0,3,Low
3,2012,3,23.1,-20.7,1.2,60.7,34.6,81.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,3.0,1,Low
3,2012,4,25.3,-3.7999999999999994,5.1,73.9,33.1,70.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,1.0,3,Low
3,2012,5,27.7,2.4,13.9,81.1,24.7,60.1,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,3.0,1,Low
3,2012,6,31.1,7.6,18.2,73.0,24.4,57.2,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,1.0,2,Low
3,2012,7,31.8,11.199999999999998,21.3,41.0,20.1,52.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,2.0,6,Medium
3,2012,8,30.8,11.300000000000002,20.2,85.8,27.3,62.29999999999999,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,6.0,3,Low
3,2012,9,25.5,3.7,14.4,123.1,29.9,89.3,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,3.0,4,Low
3,2012,10,19.6,-0.5,9.3,125.1,36.0,72.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,4.0,4,Low
3,2012,11,15.4,-12.7,-0.2,15.7,27.9,58.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,4.0,2,Low
3,2012,12,10.5,-18.9,-5.1,153.6,29.2,74.2,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,74445.0,15.7,2.0,1,Low
3,2013,2,2.2,-24.0,-8.2,54.6,31.1,62.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,1.0,1,Low
3,2013,3,10.7,-15.5,-2.4,44.6,27.2,58.3,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,1.0,1,Low
3,2013,4,19.6,-7.6,4.3,69.0,34.1,70.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,1.0,5,Medium
3,2013,5,28.9,-0.1,13.4,118.4,30.5,65.5,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,5.0,2,Low
3,2013,6,27.8,6.4,16.4,132.3,27.0,59.8,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,2.0,2,Low
3,2013,7,30.9,9.2,20.7,50.6,26.5,72.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,2.0,5,Medium
3,2013,8,27.4,9.7,18.6,73.5,23.2,51.5,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,5.0,1,Low
3,2013,9,26.8,4.2,14.1,101.0,24.399999999999995,54.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,1.0,3,Low
3,2013,10,22.0,-3.8,9.1,78.4,29.8,72.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,3.0,1,Low
3,2013,11,15.0,-16.6,-0.2,101.6,43.6,90.4,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73289.0,15.7,1.0,1,Low
3,2014,1,6.099999999999999,-29.3,-11.699999999999998,66.8,35.1,76.3,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,1.0,3,Low
3,2014,3,4.6,-22.399999999999995,-8.1,67.9,32.9,69.5,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,3.0,6,Medium
3,2014,4,23.5,-8.4,3.9,112.8,31.9,63.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,6.0,4,Low
3,2014,5,25.3,-0.3,12.199999999999998,109.5,27.600000000000005,60.1,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,4.0,3,Low
3,2014,7,30.7,11.5,19.5,71.9,29.0,83.2,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,3.0,5,Medium
3,2014,8,27.1,10.7,18.8,93.8,25.5,58.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,5.0,5,Medium
3,2014,9,28.5,2.4,14.7,67.3,29.6,63.0,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,5.0,4,Low
3,2014,10,21.9,1.0,9.6,101.5,28.8,71.6,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,4.0,1,Low
3,2014,11,14.4,-10.3,0.6,67.3,35.4,76.7,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,1.0,2,Low
3,2014,12,7.1,-19.1,-5.1,71.8,36.2,74.9,10148.0,1.100185960018596,1.5087451578823805,2017.0,1233617.0,838456.0,196.0,1.0,419.0,66.0,4.0,3.0,8572.0,887.0,1645.0,371.0,515.0,70.0,139.0,73688.0,15.7,2.0,4,Low
